150,150,0,0
150,150,0,0
150,150,0,0
150,150,0,0
150,150,0,0
150,150,229.998,227.142
150,150,174.286,178.57
150,150,148.572,151.428
150,150,144.288,150
150,150,147.144,151.428
150,150,145.716,151.428
150,150,145.716,150
150,150,144.288,152.856
150,150,148.572,148.572
150,150,145.716,150
150,150,144.288,152.856
150,150,145.716,150
150,150,144.288,148.572
150,150,145.716,152.856
150,150,145.716,150
150,150,145.714,151.428
150,150,145.716,150
150,150,145.716,150
150,150,144.288,152.856
150,150,145.716,148.572
150,150,147.144,150
150,150,145.716,151.428
150,150,145.716,152.856
150,150,148.572,148.572
150,150,147.144,151.428
150,150,145.716,150
150,150,147.144,151.428
150,150,148.572,150
150,150,145.716,148.572
150,150,150,150
150,150,148.574,152.856
150,150,148.572,150
150,150,145.716,148.572
150,150,150,152.856
150,150,150,150
150,150,144.288,150
150,150,150,151.428
150,150,150,150
150,150,145.716,151.428
150,150,151.428,150
150,150,148.572,150
150,150,151.428,152.856
150,150,147.144,148.572
150,150,150,150
150,150,150,151.428
150,150,147.144,150
150,150,152.856,151.428
150,150,148.572,150
150,150,145.716,150
150,150,152.856,150
150,150,145.716,150
150,150,150,151.428
150,150,151.428,152.856
150,150,148.572,145.716
150,150,150,152.856
150,150,151.428,150
150,150,148.572,151.43
150,150,151.428,151.428
150,150,147.144,150
150,150,152.856,151.428
150,150,148.572,148.572
150,150,150,150
150,150,150,151.428
150,150,151.428,148.572
150,150,148.572,151.428
150,150,150,152.856
150,150,151.428,148.572
150,150,150,151.428
150,150,145.716,151.428
150,150,152.856,150
150,150,148.572,150
150,150,150,151.428
150,150,151.428,151.428
150,150,150,150
150,150,150,150
150,150,145.716,151.428
150,150,154.284,151.428
150,150,150,150
150,150,150,150
150,150,145.716,150
150,150,154.284,152.856
150,150,151.428,151.428
150,150,144.288,150
150,150,154.284,151.428
150,150,151.428,150
150,150,144.288,151.428
150,150,155.712,150
150,150,145.716,148.572
150,150,151.428,152.856
150,150,151.428,150
150,150,148.572,151.428
150,150,150,150
150,150,150,150
150,150,147.144,150
150,150,151.428,150
150,150,148.572,152.856
150,150,150,150
150,150,150,152.856
150,150,151.428,148.572
150,150,150,150
150,150,147.144,152.856
150,150,152.856,148.572
150,150,151.428,151.428
150,150,145.716,151.428
150,150,155.712,150
150,150,148.572,148.572
150,150,145.716,152.856
150,150,154.284,150
150,150,150,150
150,150,145.716,150
150,150,155.712,151.428
150,150,147.144,150
150,150,148.572,151.428
150,150,152.856,148.572
150,150,148.572,151.428
150,150,148.572,151.428
150,150,152.856,150
150,150,145.716,148.572
150,150,154.286,152.856
150,150,145.716,150
150,150,152.856,148.572
150,150,148.572,152.856
150,150,150,148.572
150,150,151.43,151.428
150,150,147.144,151.428
150,150,151.428,150
150,150,151.428,151.428
150,150,148.572,148.572
150,150,147.144,150
150,150,154.286,151.428
150,150,148.572,150
150,150,150,151.428
150,150,150,151.428
150,150,152.856,148.572
150,150,145.716,148.572
150,150,151.428,152.856
150,150,151.428,151.428
150,150,148.572,148.572
150,150,150,152.856
150,150,148.572,150
150,150,151.428,147.144
150,150,148.572,154.284
150,150,151.428,150
