Left Wheel Speed,Right Wheel Speed,Position X,Position Y,Robot phi,Error phi,Ball Position X,Ball Position Y,Desired Phi
5.2251661522045545,4.7748338477954455,-0.2752668559551239,-0.07476799935102463,-0.011751553274183453,-0.009700325516025534,-0.027441127225756645,-0.0777035802602768,-0.011844789629481342
5.364702532558698,4.635297467441301,-0.2441863715648651,-0.07177059352397919,-0.027312194663354574,-0.015614701453322577,-0.027441127225756645,-0.0777035802602768,-0.02736625472750603
5.481050476440334,4.518949523559666,-0.2124384194612503,-0.06884641200304031,-0.047837014991475496,-0.020528559511373185,-0.027441127225756645,-0.0777035802602768,-0.04784075417472776
3.9785747797096835,6.021425220290316,-0.1850258708000183,-0.06684902310371399,-0.004256205592421992,0.04339972874761515,0.007558872923254967,-0.06770358234643936,-0.004437286243860344
0.01,0.01,-0.16337907314300537,-0.06591376662254333,0.11853242008389958,0.12228686900038846,0.6985588669776917,0.03629641979932785,0.11803066340796647
4.9626208607891,5.0373791392109,-0.14056432247161865,-0.06374307721853256,0.12012726335689798,0.0012897464935908987,0.7235588431358337,0.04029642045497894,0.11982216657749048
0.01,0.01,-0.1337040215730667,-0.06275032460689545,-0.023719617114971572,-0.14376849489515722,0.6255588531494141,-0.08070357888936996,-0.023641231538259234
0.01,-0.01,-0.11095593124628067,-0.058778632432222366,-0.3065381365284807,-0.28204181422329916,0.506558895111084,-0.2537035644054413,-0.3057614313382707
0.01,-0.01,-0.11048848181962967,-0.05855546146631241,-0.5309955018170914,-0.22331935748076948,0.42755886912345886,-0.37370356917381287,-0.5298574940092502
0.01,0.01,-0.11043354123830795,-0.05850537121295929,-0.5872064449021575,-0.05504487511506029,0.4065588712692261,-0.4017035663127899,-0.5860403769321517
5.005527661572848,4.994472338427152,-0.11035294830799103,-0.058464840054512024,-0.5874422917959323,0.0010398113437782852,0.4065588712692261,-0.4017035663127899,-0.5861666335583792
5.13910167317569,4.86089832682431,-0.10607507079839706,-0.05695853382349014,-0.5933772965180951,-0.004586170390440514,0.4065588712692261,-0.4017035663127899,-0.5920284621863728
5.799589445308319,4.200410554691681,-0.07987591624259949,-0.049978502094745636,-0.6274931128512501,-0.03266287409422752,0.4065588712692261,-0.4017035663127899,-0.6260401706123226
5.880695676092793,4.1193043239072065,-0.05228608474135399,-0.04297368973493576,-0.665069461697876,-0.036057943383653646,0.4065588712692261,-0.4017035663127899,-0.6635510562349037
5.743309415525606,4.256690584474393,-0.02874152734875679,-0.03861284255981445,-0.6967839967603018,-0.03013012716704211,0.4065588712692261,-0.4017035663127899,-0.6951995888649181
5.7128707134730705,4.2871292865269295,-0.005398312583565712,-0.03633229434490204,-0.7271998138684861,-0.028754969131789765,0.4065588712692261,-0.4017035663127899,-0.7255389658920915
5.692089646482184,4.307910353517815,0.018448660150170326,-0.03650108352303505,-0.7567289721183926,-0.027798395699659695,0.4065588712692261,-0.4017035663127899,-0.7549982095681458
5.889332457035904,4.110667542964095,0.049514979124069214,-0.039303068071603775,-0.7946738236185912,-0.036114529917507965,0.4065588712692261,-0.4017035663127899,-0.7928435020359006
5.846806269309993,4.153193730690006,0.08033199608325958,-0.04578434303402901,-0.8308042244424843,-0.03422472337353044,0.4065588712692261,-0.4017035663127899,-0.8288985469921216
5.697026895739615,4.302973104260384,0.10687829554080963,-0.05461044982075691,-0.8605440386607078,-0.027769279207464415,0.4065588712692261,-0.4017035663127899,-0.8585735036499487
5.694454066744181,4.305545933255819,0.13499422371387482,-0.06771007180213928,-0.8901740788417929,-0.02758427404620556,0.4065588712692261,-0.4017035663127899,-0.8881283127069134
5.6089101706520434,4.391089829347956,0.16158758103847504,-0.08393081277608871,-0.9161542461229467,-0.023878226621982357,0.4065588712692261,-0.4017035663127899,-0.9140523054637752
5.492541705501879,4.50745829449812,0.18607565760612488,-0.10294457525014877,-0.9371693588910269,-0.01886730870762976,0.4065588712692261,-0.4017035663127899,-0.9350215548305765
5.379531964260442,4.620468035739557,0.20890766382217407,-0.12462127208709717,-0.9533627226994725,-0.014010379809455298,0.4065588712692261,-0.4017035663127899,-0.9511797387004822
5.281734138727785,4.718265861272215,0.2298005074262619,-0.14751535654067993,-0.9653833792851914,-0.009812482349416896,0.4065588712692261,-0.4017035663127899,-0.9631752050488894
5.198192639621973,4.801807360378026,0.24732670187950134,-0.16854506731033325,-0.9738395985757289,-0.0062318481705281314,0.4065588712692261,-0.4017035663127899,-0.9716152274557195
5.172312285386751,4.827687714613247,0.26424992084503174,-0.1900067925453186,-0.981191589418897,-0.0051123776154961,0.4065588712692261,-0.4017035663127899,-0.978951976191225
5.196355974207398,4.803644025792601,0.28339824080467224,-0.21514156460762024,-0.9895694443184126,-0.006120811737821752,0.4065588712692261,-0.4017035663127899,-0.9873124011567187
5.181294714779112,4.818705285220888,0.30401790142059326,-0.24373586475849152,-0.9973046854823214,-0.005466195563602394,0.4065588712692261,-0.4017035663127899,-0.995035639882015
5.16852959244114,4.83147040755886,0.32196933031082153,-0.26931944489479065,-1.0044952814264767,-0.0049091797939594395,0.4065588712692261,-0.4017035663127899,-1.0022138652762809
5.147755105604557,4.852244894395442,0.33954164385795593,-0.2953508794307709,-1.0107994992656044,-0.004013107975043617,0.4065588712692261,-0.4017035663127899,-1.0085083894015203
5.184892296718072,4.815107703281928,0.35677725076675415,-0.3213065266609192,-1.0186882372589088,-0.005581210927131375,0.4065588712692261,-0.4017035663127899,-1.0163807101927358
0.0,0.0,0.37577199935913086,-0.35092693567276,-1.0280680039626497,-0.007054697510161523,0.4065588712692261,-0.4017035663127899,-1.0257429347690703
