0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
9.500083770798813,-7.048627638470341,4.565488868373927,-5.15839098004682,-7.11988327448397,-7.6933471362981045,-0.14967111968939162,1.0420280553245673,0.8761360270602279,-3.866038265961346,0.5931729498128842,9.821738780052467,0.6563196857398859,-5.040705533657092,9.421486950658625,9.667540551394271,3.6015678012753103,-0.5384525569128837,-9.751039010975445,7.897070448108166,6.84392299931182,9.496435129583695,9.299146157514846,-4.187356898904916,9.40934922346995,-1.2164707154317387,2.7673767687534525,-9.450181373743986,5.094346503769871,-9.018196837298047,-8.38212908212964,-8.735346088346722,-9.223047036412842,-3.5364913998666907,9.462482203953911,4.503284243322762,-6.517604944062597,-6.164227873409657,5.197536016784519,-4.458222483103241,-9.642454038016586,-4.223866851757718,8.82594815865603,2.6554039166930044,-9.261887586253152,-9.163007567236807,-5.402219031661269
