Timestamp,PWM_Left,PWM_Right,Serial_Data
1738026229.3202362,100,100,0.00 | 0.00
1738026229.3205402,100,100,0.00 | 0.00
1738026229.3208127,100,100,0.00 | 0.00
1738026229.3211317,100,100,0.00 | 0.00
1738026229.321476,100,100,0.00 | 0.00
1738026229.3218215,100,100,0.00 | 0.00
1738026229.3220878,100,100,0.00 | 0.00
1738026229.3223672,100,100,0.00 | 0.00
1738026229.3226612,100,100,0.00 | 0.00
1738026229.322944,100,100,0.00 | 0.00
1738026229.3232048,100,100,0.00 | 0.00
1738026229.3234866,100,100,0.00 | 0.00
1738026229.3237631,100,100,0.00 | 0.00
1738026229.3240316,100,100,0.00 | 0.00
1738026229.3249238,100,100,0.00 | 0.00
1738026229.3252728,100,100,0.00 | 0.00
