Timestamp,PWM_Left,PWM_Right,Serial_Data
1738026229.32561,100,100,0.00 | 0.00
1738026229.3259325,100,100,0.00 | 0.00
1738026229.326204,100,100,0.00 | 0.00
1738026229.3267028,100,100,0.00 | 0.00
1738026229.326958,100,100,0.00 | 0.00
1738026229.327235,100,100,0.00 | 0.00
1738026229.327587,100,100,0.00 | 0.00
1738026229.327885,100,100,0.00 | 0.00
1738026229.3282862,100,100,0.00 | 0.00
1738026229.328688,100,100,0.00 | 0.00
1738026229.3290584,100,100,0.00 | 0.00
1738026229.3295145,100,100,0.00 | 0.00
1738026229.3298693,100,100,0.00 | 0.00
1738026229.3305154,100,100,0.00 | 0.00
1738026229.331191,100,100,0.00 | 0.00
1738026229.331537,100,100,0.00 | 0.00
1738026229.3321886,100,100,0.00 | 0.00
1738026229.3325837,100,100,0.00 | 0.00
1738026229.3330054,100,100,0.00 | 0.00
1738026229.3333533,100,100,0.00 | 0.00
1738026229.3337154,100,100,0.00 | 0.00
1738026229.3340552,100,100,0.00 | 0.00
1738026229.3344028,100,100,0.00 | 0.00
1738026229.334772,100,100,0.00 | 0.00
1738026229.3350997,100,100,0.00 | 0.00
1738026229.3354232,100,100,0.00 | 0.00
1738026229.3357813,100,100,0.00 | 0.00
1738026229.3361225,100,100,0.00 | 0.00
1738026229.3364503,100,100,0.00 | 0.00
1738026229.3368,100,100,0.00 | 0.00
1738026229.3370676,100,100,0.00 | 0.00
1738026229.3373578,100,100,0.00 | 0.00
1738026229.3376777,100,100,0.00 | 0.00
1738026229.3379579,100,100,0.00 | 0.00
1738026229.3382409,100,100,0.00 | 0.00
1738026229.338531,100,100,0.00 | 0.00
1738026229.3388338,100,100,0.00 | 0.00
1738026229.3391154,100,100,0.00 | 0.00
1738026229.3393946,100,100,0.00 | 0.00
1738026229.339691,100,100,0.00 | 0.00
1738026229.3399677,100,100,0.00 | 0.00
1738026229.3402543,100,100,0.00 | 0.00
1738026229.3405337,100,100,0.00 | 0.00
1738026229.340829,100,100,0.00 | 0.00
1738026229.3410866,100,100,0.00 | 0.00
1738026229.3413608,100,100,0.00 | 0.00
1738026229.3419914,100,100,0.00 | 0.00
1738026229.3423665,100,100,0.00 | 0.00
1738026229.3427744,100,100,0.00 | 0.00
1738026229.3431027,100,100,0.00 | 0.00
1738026229.3434455,100,100,0.00 | 0.00
1738026229.3438199,100,100,0.00 | 0.00
1738026229.3457856,100,100,0.00 | 0.00
1738026229.346564,100,100,0.00 | 0.00
1738026229.3470602,100,100,0.00 | 0.00
1738026229.3474653,100,100,0.00 | 0.00
1738026229.3478699,100,100,0.00 | 0.00
1738026229.348219,100,100,0.00 | 0.00
1738026229.3485515,100,100,0.00 | 0.00
1738026229.3489122,100,100,0.00 | 0.00
1738026229.3496892,100,100,0.00 | 0.00
1738026229.3501453,100,100,0.00 | 0.00
1738026229.3504822,100,100,0.00 | 0.00
1738026229.3515148,100,100,0.00 | 0.00
1738026229.3527017,100,100,0.00 | 0.00
1738026229.353135,100,100,0.00 | 0.00
1738026229.3534892,100,100,0.00 | 0.00
1738026229.3538442,100,100,0.00 | 0.00
1738026229.3541396,100,100,0.00 | 0.00
1738026229.3544695,100,100,0.00 | 0.00
1738026229.3548002,100,100,0.00 | 0.00
1738026229.3551269,100,100,0.00 | 0.00
1738026229.3554232,100,100,0.00 | 0.00
1738026229.3557515,100,100,0.00 | 0.00
1738026229.357281,100,100,0.00 | 0.00
1738026229.3582568,100,100,0.00 | 0.00
1738026229.3587282,100,100,0.00 | 0.00
1738026229.3590913,100,100,0.00 | 0.00
1738026229.3594263,100,100,0.00 | 0.00
1738026229.3597753,100,100,0.00 | 0.00
1738026229.360069,100,100,0.00 | 0.00
1738026229.3604417,100,100,0.00 | 0.00
1738026229.3612018,100,100,0.00 | 0.00
1738026229.3614948,100,100,0.00 | 0.00
1738026229.361768,100,100,0.00 | 0.00
1738026229.3620265,100,100,0.00 | 0.00
1738026229.3623118,100,100,0.00 | 0.00
1738026229.362632,100,100,0.00 | 0.00
1738026229.3629088,100,100,0.00 | 0.00
1738026229.3631642,100,100,0.00 | 0.00
1738026229.3634174,100,100,0.00 | 0.00
1738026229.3636937,100,100,0.00 | 0.00
1738026229.363956,100,100,0.00 | 0.00
1738026229.3642154,100,100,0.00 | 0.00
1738026229.3644938,100,100,0.00 | 0.00
1738026229.3648016,100,100,0.00 | 0.00
1738026229.3650603,100,100,0.00 | 0.00
1738026229.365315,100,100,0.00 | 0.00
1738026229.3656044,100,100,0.00 | 0.00
1738026229.3658636,100,100,0.00 | 0.00
1738026229.3661196,100,100,0.00 | 0.00
1738026229.3663774,100,100,0.00 | 0.00
1738026229.3666446,100,100,0.00 | 0.00
1738026229.3668694,100,100,0.00 | 0.00
1738026229.3670714,100,100,0.00 | 0.00
1738026229.367315,100,100,0.00 | 0.00
1738026229.3675659,100,100,0.00 | 0.00
1738026229.3678603,100,100,0.00 | 0.00
1738026229.368166,100,100,0.00 | 0.00
1738026229.3684533,100,100,0.00 | 0.00
1738026229.368734,100,100,0.00 | 0.00
1738026229.3689659,100,100,0.00 | 0.00
1738026229.3692036,100,100,0.00 | 0.00
1738026229.3694334,100,100,0.00 | 0.00
1738026229.3696926,100,100,0.00 | 0.00
1738026229.3699284,100,100,0.00 | 0.00
1738026229.3707519,100,100,0.00 | 0.00
1738026229.371154,100,100,0.00 | 0.00
1738026229.3714745,100,100,0.00 | 0.00
1738026229.372067,100,100,0.00 | 0.00
1738026229.3725154,100,100,0.00 | 0.00
1738026229.373025,100,100,0.00 | 0.00
1738026229.3733332,100,100,0.00 | 0.00
1738026229.3739467,100,100,0.00 | 0.00
1738026229.3742888,100,100,0.00 | 0.00
1738026229.37459,100,100,0.00 | 0.00
1738026229.374915,100,100,0.00 | 0.00
1738026229.3752365,100,100,0.00 | 0.00
1738026229.3755317,100,100,0.00 | 0.00
1738026229.375876,100,100,0.00 | 0.00
1738026229.3761735,100,100,0.00 | 0.00
1738026229.3765042,100,100,0.00 | 0.00
1738026229.3768308,100,100,0.00 | 0.00
1738026229.3771408,100,100,0.00 | 0.00
1738026229.379041,100,100,0.00 | 0.00
1738026229.3795397,100,100,0.00 | 0.00
1738026229.3811533,100,100,0.00 | 0.00
1738026229.3817437,100,100,0.00 | 0.00
1738026229.3820596,100,100,0.00 | 0.00
1738026229.3823643,100,100,0.00 | 0.00
1738026229.3826628,100,100,0.00 | 0.00
1738026229.38296,100,100,0.00 | 0.00
1738026229.3832366,100,100,0.00 | 0.00
1738026229.3835242,100,100,0.00 | 0.00
1738026229.3838294,100,100,0.00 | 0.00
1738026229.3841176,100,100,0.00 | 0.00
1738026229.384407,100,100,0.00 | 0.00
1738026229.3847215,100,100,0.00 | 0.00
1738026229.384982,100,100,0.00 | 0.00
1738026229.3852303,100,100,0.00 | 0.00
1738026229.3855097,100,100,0.00 | 0.00
1738026229.385814,100,100,0.00 | 0.00
1738026229.3860958,100,100,0.00 | 0.00
1738026229.3864772,100,100,0.00 | 0.00
1738026229.3868642,100,100,0.00 | 0.00
1738026229.3871534,100,100,0.00 | 0.00
1738026229.387415,100,100,0.00 | 0.00
1738026229.3877177,100,100,0.00 | 0.00
1738026229.3879673,100,100,0.00 | 0.00
1738026229.3882513,100,100,0.00 | 0.00
1738026229.3885062,100,100,0.00 | 0.00
1738026229.388827,100,100,0.00 | 0.00
1738026229.389114,100,100,0.00 | 0.00
1738026229.389365,100,100,0.00 | 0.00
1738026229.389712,100,100,0.00 | 0.00
1738026229.390014,100,100,0.00 | 0.00
1738026229.3903103,100,100,0.00 | 0.00
1738026229.3906593,100,100,0.00 | 0.00
1738026229.3909647,100,100,0.00 | 0.00
1738026229.3912754,100,100,0.00 | 0.00
1738026229.391563,100,100,0.00 | 0.00
1738026229.3919103,100,100,0.00 | 0.00
1738026229.3921967,100,100,0.00 | 0.00
1738026229.3924973,100,100,0.00 | 0.00
1738026229.3928196,100,100,0.00 | 0.00
1738026229.3931105,100,100,0.00 | 0.00
1738026229.3933668,100,100,0.00 | 0.00
1738026229.393661,100,100,0.00 | 0.00
1738026229.3939261,100,100,0.00 | 0.00
1738026229.3942704,100,100,0.00 | 0.00
1738026229.394559,100,100,0.00 | 0.00
1738026229.3948991,100,100,0.00 | 0.00
1738026229.3951962,100,100,0.00 | 0.00
1738026229.395496,100,100,0.00 | 0.00
1738026229.3958092,100,100,0.00 | 0.00
1738026229.3961978,100,100,0.00 | 0.00
1738026229.3964825,100,100,0.00 | 0.00
1738026229.3971283,100,100,0.00 | Received value: 640064
1738026229.3973,100,100,0.00
1738026229.3975925,100,100,0.00 | 0.00
1738026229.3979058,100,100,0.00 | 0.00
1738026229.3981986,100,100,0.00 | 0.00
1738026229.3984504,100,100,0.00 | 0.00
1738026229.3987591,100,100,0.00 | 0.00
1738026229.3989992,100,100,0.00 | 0.00
1738026229.4134278,100,100,0.00 | 0.00
1738026229.41391,100,100,0.00 | 0.00
1738026229.429822,100,100,0.00 | 0.00
1738026229.4302242,100,100,0.00 | 0.00
1738026229.4462209,100,100,0.00 | 0.00
1738026229.4472342,100,100,0.00 | 0.00
1738026229.4478393,100,100,0.00 | 0.00
1738026229.4636252,100,100,0.00 | 0.00
1738026229.4639847,100,100,0.00 | 0.00
1738026229.4795058,100,100,0.00 | 0.00
1738026229.4798698,100,100,0.00 | 0.00
1738026229.4802153,100,100,0.00 | 0.00
1738026229.4964013,100,100,0.00 | 0.00
1738026229.4967632,100,100,0.00 | 0.00
1738026229.5136292,100,100,0.00 | 0.00
1738026229.5140624,100,100,0.00 | 0.00
1738026229.5144043,100,100,0.00 | 0.00
1738026229.5298696,100,100,0.00 | 0.00
1738026229.5308986,100,100,0.00 | 0.00
1738026229.5464878,100,100,0.00 | 0.00
1738026229.5469146,100,100,0.00 | 0.00
1738026229.5472593,100,100,97.40 | 64.94
1738026229.5632825,100,100,97.40 | 64.94
1738026229.56377,100,100,97.40 | 64.94
1738026229.5804176,100,100,97.40 | 64.94
1738026229.580988,100,100,97.40 | 64.94
1738026229.5969388,100,100,97.40 | 64.94
1738026229.5973885,100,100,97.40 | 64.94
1738026229.6137774,100,100,97.40 | 64.94
1738026229.61526,100,100,97.40 | 64.94
1738026229.630699,100,100,97.40 | 64.94
1738026229.6310933,100,100,97.40 | 64.94
1738026229.6481886,100,100,97.40 | 64.94
1738026229.6490066,100,100,97.40 | 64.94
1738026229.6642659,100,100,97.40 | 64.94
1738026229.6649146,100,100,97.40 | 64.94
1738026229.679476,100,100,97.40 | 64.94
1738026229.6802685,100,100,97.40 | 64.94
1738026229.680692,100,100,97.40 | 64.94
1738026229.6963975,100,100,105.63 | 105.63
1738026229.7128372,100,100,105.63 | 105.63
1738026229.7133627,100,100,105.63 | 105.63
1738026229.7295222,100,100,105.63 | 105.63
1738026229.729993,100,100,105.63 | 105.63
1738026229.7479324,100,100,105.63 | 105.63
1738026229.7487583,100,100,105.63 | 105.63
1738026229.7629807,100,100,105.63 | 105.63
1738026229.7632914,100,100,105.63 | 105.63
1738026229.779878,100,100,105.63 | 105.63
1738026229.7804222,100,100,105.63 | 105.63
1738026229.796746,100,100,105.63 | 105.63
1738026229.7972608,100,100,105.63 | 105.63
1738026229.8133712,100,100,105.63 | 105.63
1738026229.8139791,100,100,105.63 | 105.63
1738026229.83068,100,100,105.63 | 105.63
1738026229.8312562,100,100,139.86 | 139.86
1738026229.846733,100,100,139.86 | 139.86
1738026229.8630614,100,100,139.86 | 139.86
1738026229.8635657,100,100,139.86 | 139.86
1738026229.8798475,100,100,139.86 | 139.86
1738026229.8806295,100,100,139.86 | 139.86
1738026229.8964992,100,100,139.86 | 139.86
1738026229.897004,100,100,139.86 | 139.86
1738026229.9138203,100,100,139.86 | 139.86
1738026229.9152875,100,100,139.86 | 139.86
1738026229.9299653,100,100,139.86 | 139.86
1738026229.9318676,100,100,139.86 | 139.86
1738026229.9467719,100,100,139.86 | 139.86
1738026229.947389,100,100,139.86 | 139.86
1738026229.9632711,100,100,139.86 | 139.86
1738026229.9638114,100,100,139.86 | 139.86
1738026229.9800017,100,100,139.86 | 139.86
1738026229.9962945,100,100,136.99 | 136.99
1738026229.9969542,100,100,136.99 | 136.99
1738026230.0137649,100,100,136.99 | 136.99
1738026230.015322,100,100,136.99 | 136.99
1738026230.029772,100,100,136.99 | 136.99
1738026230.0301168,100,100,136.99 | 136.99
1738026230.0466502,100,100,136.99 | 136.99
1738026230.0472035,100,100,136.99 | 136.99
1738026230.063319,100,100,136.99 | 136.99
1738026230.0638685,100,100,136.99 | 136.99
1738026230.0799265,100,100,136.99 | 136.99
1738026230.0803885,100,100,136.99 | 136.99
1738026230.0967207,100,100,136.99 | 136.99
1738026230.0972373,100,100,136.99 | 136.99
1738026230.113417,100,100,136.99 | 136.99
1738026230.113985,100,100,136.99 | 136.99
1738026230.1300368,100,100,136.99 | 136.99
1738026230.1463704,100,100,133.33 | 133.33
1738026230.1469245,100,100,133.33 | 133.33
1738026230.1630638,100,100,133.33 | 133.33
1738026230.1636462,100,100,133.33 | 133.33
1738026230.179815,100,100,133.33 | 133.33
1738026230.180358,100,100,133.33 | 133.33
1738026230.1967256,100,100,133.33 | 133.33
1738026230.1972387,100,100,133.33 | 133.33
1738026230.2137096,100,100,133.33 | 133.33
1738026230.2145417,100,100,133.33 | 133.33
1738026230.2300386,100,100,133.33 | 133.33
1738026230.2305794,100,100,133.33 | 133.33
1738026230.2468257,100,100,133.33 | 133.33
1738026230.2473505,100,100,133.33 | 133.33
1738026230.263374,100,100,133.33 | 133.33
1738026230.2795646,100,100,133.33 | 133.33
1738026230.280184,100,100,133.33 | 133.33
1738026230.2968228,100,100,131.58 | 131.58
1738026230.2973464,100,100,131.58 | 131.58
1738026230.3131428,100,100,131.58 | 131.58
1738026230.3137405,100,100,131.58 | 131.58
1738026230.3298385,100,100,131.58 | 131.58
1738026230.3303645,100,100,131.58 | 131.58
1738026230.3466127,100,100,131.58 | 131.58
1738026230.3471303,100,100,131.58 | 131.58
1738026230.3630486,100,100,131.58 | 131.58
1738026230.363431,100,100,131.58 | 131.58
1738026230.3803384,100,100,131.58 | 131.58
1738026230.381019,100,100,131.58 | 131.58
1738026230.397567,100,100,131.58 | 131.58
1738026230.3983319,100,100,131.58 | 131.58
1738026230.4133413,100,100,131.58 | 131.58
1738026230.4297662,100,100,131.58 | 131.58
1738026230.431661,100,100,131.58 | 131.58
1738026230.4465039,100,100,170.07 | 136.05
1738026230.4479923,100,100,170.07 | 136.05
1738026230.4631276,100,100,170.07 | 136.05
1738026230.4636526,100,100,170.07 | 136.05
1738026230.480104,100,100,170.07 | 136.05
1738026230.4806666,100,100,170.07 | 136.05
1738026230.496497,100,100,170.07 | 136.05
1738026230.4968433,100,100,170.07 | 136.05
1738026230.5132825,100,100,170.07 | 136.05
1738026230.51386,100,100,170.07 | 136.05
1738026230.5300858,100,100,170.07 | 136.05
1738026230.530734,100,100,170.07 | 136.05
1738026230.5467591,100,100,170.07 | 136.05
1738026230.5629697,100,100,170.07 | 136.05
1738026230.5635483,100,100,170.07 | 136.05
1738026230.5801277,100,100,142.86 | 142.86
1738026230.5807524,100,100,142.86 | 142.86
1738026230.5964532,100,100,142.86 | 142.86
1738026230.5969925,100,100,142.86 | 142.86
1738026230.6131797,100,100,142.86 | 142.86
1738026230.6137502,100,100,142.86 | 142.86
1738026230.6302993,100,100,142.86 | 142.86
1738026230.6308212,100,100,142.86 | 142.86
1738026230.6467395,100,100,142.86 | 142.86
1738026230.647342,100,100,142.86 | 142.86
1738026230.6633134,100,100,142.86 | 142.86
1738026230.6638677,100,100,142.86 | 142.86
1738026230.6803703,100,100,142.86 | 142.86
1738026230.6808717,100,100,142.86 | 142.86
1738026230.6967945,100,100,142.86 | 142.86
1738026230.713211,100,100,142.86 | 142.86
1738026230.7138703,100,100,142.86 | 142.86
1738026230.7303274,100,100,135.14 | 135.14
1738026230.7322757,100,100,135.14 | 135.14
1738026230.7464068,100,100,135.14 | 135.14
1738026230.7469761,100,100,135.14 | 135.14
1738026230.7630017,100,100,135.14 | 135.14
1738026230.763396,100,100,135.14 | 135.14
1738026230.7798493,100,100,135.14 | 135.14
1738026230.7802649,100,100,135.14 | 135.14
1738026230.7964332,100,100,135.14 | 135.14
1738026230.7968838,100,100,135.14 | 135.14
1738026230.8130567,100,100,135.14 | 135.14
1738026230.8134685,100,100,135.14 | 135.14
1738026230.8298757,100,100,135.14 | 135.14
1738026230.8461628,100,100,135.14 | 135.14
1738026230.8466232,100,100,135.14 | 135.14
1738026230.8628993,100,100,135.14 | 135.14
1738026230.8633604,100,100,135.14 | 135.14
1738026230.8796337,100,100,135.14 | 135.14
1738026230.8801372,100,100,135.14 | 135.14
1738026230.8963141,100,100,135.14 | 135.14
1738026230.8967998,100,100,135.14 | 135.14
1738026230.913347,100,100,135.14 | 135.14
1738026230.913907,100,100,135.14 | 135.14
1738026230.9300103,100,100,135.14 | 135.14
1738026230.930581,100,100,135.14 | 135.14
1738026230.9465823,100,100,135.14 | 135.14
1738026230.947137,100,100,135.14 | 135.14
1738026230.9635031,100,100,135.14 | 135.14
1738026230.9640691,100,100,135.14 | 135.14
1738026230.980108,100,100,135.14 | 135.14
1738026230.9969478,100,100,135.14 | 135.14
1738026230.9975255,100,100,135.14 | 135.14
1738026231.0129497,100,100,135.14 | 135.14
1738026231.0134833,100,100,178.57 | 142.86
1738026231.0299227,100,100,178.57 | 142.86
1738026231.030443,100,100,178.57 | 142.86
1738026231.0465112,100,100,178.57 | 142.86
1738026231.047076,100,100,178.57 | 142.86
1738026231.0632324,100,100,178.57 | 142.86
1738026231.063754,100,100,178.57 | 142.86
1738026231.0805786,100,100,178.57 | 142.86
1738026231.0811899,100,100,178.57 | 142.86
1738026231.0993326,100,100,178.57 | 142.86
1738026231.1001828,100,100,178.57 | 142.86
1738026231.1180007,100,100,178.57 | 142.86
1738026231.1302264,100,100,178.57 | 142.86
1738026231.133711,100,100,178.57 | 142.86
1738026231.149082,100,100,178.57 | 142.86
1738026231.1521864,100,100,143.88 | 143.88
1738026231.1636124,100,100,143.88 | 143.88
1738026231.1645427,100,100,143.88 | 143.88
1738026231.1817183,100,100,143.88 | 143.88
1738026231.1824749,100,100,143.88 | 143.88
1738026231.2001936,100,100,143.88 | 143.88
1738026231.200777,100,100,143.88 | 143.88
1738026231.2161,100,100,143.88 | 143.88
1738026231.2166584,100,100,143.88 | 143.88
1738026231.2310114,100,100,143.88 | 143.88
1738026231.2314417,100,100,143.88 | 143.88
1738026231.246536,100,100,143.88 | 143.88
1738026231.2469683,100,100,143.88 | 143.88
1738026231.2644255,100,100,143.88 | 143.88
1738026231.280409,100,100,143.88 | 143.88
1738026231.2809327,100,100,143.88 | 143.88
1738026231.2978137,100,100,143.88 | 143.88
1738026231.2982724,100,100,136.99 | 136.99
1738026231.3129537,100,100,136.99 | 136.99
1738026231.3133416,100,100,136.99 | 136.99
1738026231.3320556,100,100,136.99 | 136.99
1738026231.3325243,100,100,136.99 | 136.99
1738026231.346308,100,100,136.99 | 136.99
1738026231.347543,100,100,136.99 | 136.99
1738026231.3666964,100,100,136.99 | 136.99
1738026231.3672717,100,100,136.99 | 136.99
1738026231.3798776,100,100,136.99 | 136.99
1738026231.3803349,100,100,136.99 | 136.99
1738026231.3972752,100,100,136.99 | 136.99
1738026231.413196,100,100,136.99 | 136.99
1738026231.4138381,100,100,136.99 | 136.99
1738026231.4297378,100,100,136.99 | 136.99
1738026231.4305363,100,100,144.93 | 144.93
1738026231.4463005,100,100,144.93 | 144.93
1738026231.4466207,100,100,144.93 | 144.93
1738026231.4630568,100,100,144.93 | 144.93
1738026231.4636152,100,100,144.93 | 144.93
1738026231.479787,100,100,144.93 | 144.93
1738026231.4802423,100,100,144.93 | 144.93
1738026231.4967666,100,100,144.93 | 144.93
1738026231.4973536,100,100,144.93 | 144.93
1738026231.5133,100,100,144.93 | 144.93
1738026231.5140326,100,100,144.93 | 144.93
1738026231.5300388,100,100,144.93 | 144.93
1738026231.5305712,100,100,144.93 | 144.93
1738026231.5465364,100,100,144.93 | 144.93
1738026231.5629773,100,100,144.93 | 144.93
1738026231.5635166,100,100,144.93 | 144.93
1738026231.5797453,100,100,144.93 | 144.93
1738026231.580203,100,100,137.93 | 137.93
1738026231.5963993,100,100,137.93 | 137.93
1738026231.5970027,100,100,137.93 | 137.93
1738026231.6130397,100,100,137.93 | 137.93
1738026231.6134682,100,100,137.93 | 137.93
1738026231.6298923,100,100,137.93 | 137.93
1738026231.6303568,100,100,137.93 | 137.93
1738026231.6464033,100,100,137.93 | 137.93
1738026231.64691,100,100,137.93 | 137.93
1738026231.6632957,100,100,137.93 | 137.93
1738026231.6640139,100,100,137.93 | 137.93
1738026231.6800988,100,100,137.93 | 137.93
1738026231.6962593,100,100,137.93 | 137.93
1738026231.696933,100,100,137.93 | 137.93
1738026231.7130072,100,100,137.93 | 137.93
1738026231.7137685,100,100,144.93 | 108.70
1738026231.7298226,100,100,144.93 | 108.70
1738026231.730361,100,100,144.93 | 108.70
1738026231.7463734,100,100,144.93 | 108.70
1738026231.7468991,100,100,144.93 | 108.70
1738026231.7630649,100,100,144.93 | 108.70
1738026231.7633524,100,100,144.93 | 108.70
1738026231.7806096,100,100,144.93 | 108.70
1738026231.7828646,100,100,144.93 | 108.70
1738026231.7965078,100,100,144.93 | 108.70
1738026231.7985127,100,100,144.93 | 108.70
1738026231.813227,100,100,144.93 | 108.70
1738026231.8136985,100,100,144.93 | 108.70
1738026231.829967,100,100,144.93 | 108.70
1738026231.8462765,100,100,144.93 | 108.70
1738026231.8467863,100,100,144.93 | 108.70
1738026231.8631833,100,100,141.84 | 141.84
1738026231.8637352,100,100,141.84 | 141.84
1738026231.8826783,100,100,141.84 | 141.84
1738026231.8848412,100,100,141.84 | 141.84
1738026231.8966804,100,100,141.84 | 141.84
1738026231.8980002,100,100,141.84 | 141.84
1738026231.9134812,100,100,141.84 | 141.84
1738026231.9140306,100,100,141.84 | 141.84
1738026231.929909,100,100,141.84 | 141.84
1738026231.9303384,100,100,141.84 | 141.84
1738026231.9497213,100,100,141.84 | 141.84
1738026231.9507127,100,100,141.84 | 141.84
1738026231.9641466,100,100,141.84 | 141.84
1738026231.9802928,100,100,141.84 | 141.84
1738026231.980911,100,100,141.84 | 141.84
1738026231.9971976,100,100,141.84 | 141.84
1738026231.9977527,100,100,141.84 | 141.84
1738026232.016709,100,100,137.93 | 137.93
1738026232.0171237,100,100,137.93 | 137.93
1738026232.031187,100,100,137.93 | 137.93
1738026232.0317364,100,100,137.93 | 137.93
1738026232.0465844,100,100,137.93 | 137.93
1738026232.0471437,100,100,137.93 | 137.93
1738026232.0633678,100,100,137.93 | 137.93
1738026232.0639079,100,100,137.93 | 137.93
1738026232.0810935,100,100,137.93 | 137.93
1738026232.081635,100,100,137.93 | 137.93
1738026232.09615,100,100,137.93 | 137.93
1738026232.0963936,100,100,137.93 | 137.93
1738026232.1131864,100,100,137.93 | 137.93
1738026232.1327274,100,100,137.93 | 137.93
1738026232.1334848,100,100,137.93 | 137.93
1738026232.148657,100,100,137.93 | 137.93
1738026232.1493714,100,100,136.05 | 136.05
1738026232.165452,100,100,136.05 | 136.05
1738026232.1657863,100,100,136.05 | 136.05
1738026232.180342,100,100,136.05 | 136.05
1738026232.184493,100,100,136.05 | 136.05
1738026232.1990244,100,100,136.05 | 136.05
1738026232.1994164,100,100,136.05 | 136.05
1738026232.2134273,100,100,136.05 | 136.05
1738026232.2138138,100,100,136.05 | 136.05
1738026232.2314243,100,100,136.05 | 136.05
1738026232.2321634,100,100,136.05 | 136.05
1738026232.2487535,100,100,136.05 | 136.05
1738026232.264766,100,100,136.05 | 136.05
1738026232.2651834,100,100,136.05 | 136.05
1738026232.279983,100,100,136.05 | 136.05
1738026232.2831411,100,100,136.05 | 136.05
1738026232.2969422,100,100,136.05 | 136.05
1738026232.2992418,100,100,136.05 | 136.05
1738026232.31333,100,100,136.05 | 136.05
1738026232.313694,100,100,136.05 | 136.05
1738026232.3306742,100,100,136.05 | 136.05
1738026232.3311038,100,100,136.05 | 136.05
1738026232.3466303,100,100,136.05 | 136.05
1738026232.34765,100,100,136.05 | 136.05
1738026232.3635166,100,100,136.05 | 136.05
1738026232.3642578,100,100,136.05 | 136.05
1738026232.3859584,100,100,136.05 | 136.05
1738026232.3897614,100,100,136.05 | 136.05
1738026232.396449,100,100,136.05 | 136.05
1738026232.4133868,100,100,136.05 | 136.05
1738026232.4162667,100,100,136.05 | 136.05
1738026232.4293854,100,100,136.05 | 136.05
1738026232.4296343,100,100,136.05 | 136.05
1738026232.446407,100,100,137.93 | 137.93
1738026232.4467654,100,100,137.93 | 137.93
1738026232.4628654,100,100,137.93 | 137.93
1738026232.4632359,100,100,137.93 | 137.93
1738026232.479614,100,100,137.93 | 137.93
1738026232.4798205,100,100,137.93 | 137.93
1738026232.4971697,100,100,137.93 | 137.93
1738026232.4978175,100,100,137.93 | 137.93
1738026232.5132122,100,100,137.93 | 137.93
1738026232.513766,100,100,137.93 | 137.93
1738026232.529905,100,100,137.93 | 137.93
1738026232.546504,100,100,137.93 | 137.93
1738026232.5468898,100,100,137.93 | 137.93
1738026232.5628278,100,100,137.93 | 137.93
1738026232.563236,100,100,137.93 | 137.93
1738026232.5795927,100,100,137.93 | 137.93
1738026232.58006,100,100,137.93 | 137.93
1738026232.5962503,100,100,136.05 | 136.05
1738026232.5967329,100,100,136.05 | 136.05
1738026232.6132183,100,100,136.05 | 136.05
1738026232.613744,100,100,136.05 | 136.05
1738026232.629941,100,100,136.05 | 136.05
1738026232.6303813,100,100,136.05 | 136.05
1738026232.6463554,100,100,136.05 | 136.05
1738026232.6469293,100,100,136.05 | 136.05
1738026232.6635365,100,100,136.05 | 136.05
1738026232.664131,100,100,136.05 | 136.05
1738026232.679789,100,100,136.05 | 136.05
1738026232.6963427,100,100,136.05 | 136.05
1738026232.6971262,100,100,136.05 | 136.05
1738026232.7128823,100,100,136.05 | 136.05
1738026232.7134025,100,100,136.05 | 136.05
1738026232.7295845,100,100,136.05 | 136.05
1738026232.730004,100,100,136.99 | 136.99
1738026232.7462142,100,100,136.99 | 136.99
1738026232.7466903,100,100,136.99 | 136.99
1738026232.7630455,100,100,136.99 | 136.99
1738026232.7636166,100,100,136.99 | 136.99
1738026232.779928,100,100,136.99 | 136.99
1738026232.7804835,100,100,136.99 | 136.99
1738026232.7964919,100,100,136.99 | 136.99
1738026232.7970765,100,100,136.99 | 136.99
1738026232.813189,100,100,136.99 | 136.99
1738026232.829628,100,100,136.99 | 136.99
1738026232.8301919,100,100,136.99 | 136.99
1738026232.846285,100,100,136.99 | 136.99
1738026232.8478053,100,100,136.99 | 136.99
1738026232.8632047,100,100,136.99 | 136.99
1738026232.8646169,100,100,136.99 | 136.99
1738026232.8798459,100,100,136.99 | 136.99
1738026232.8803327,100,100,136.05 | 136.05
1738026232.896255,100,100,136.05 | 136.05
1738026232.8967135,100,100,136.05 | 136.05
1738026232.9130182,100,100,136.05 | 136.05
1738026232.9135451,100,100,136.05 | 136.05
1738026232.9296143,100,100,136.05 | 136.05
1738026232.9300401,100,100,136.05 | 136.05
1738026232.9465215,100,100,136.05 | 136.05
1738026232.9468923,100,100,136.05 | 136.05
1738026232.9635193,100,100,136.05 | 136.05
1738026232.979813,100,100,136.05 | 136.05
1738026232.9803202,100,100,136.05 | 136.05
1738026232.9963202,100,100,136.05 | 136.05
1738026232.9968765,100,100,136.05 | 136.05
1738026233.0131676,100,100,136.05 | 136.05
1738026233.013685,100,100,136.05 | 136.05
1738026233.02981,100,100,137.93 | 137.93
1738026233.0303712,100,100,137.93 | 137.93
1738026233.0465653,100,100,137.93 | 137.93
