PWM_Left,RPM_Left
115.0,141.84
115.0,141.84
115.0,141.84
115.0,141.84
115.0,177.3
115.0,177.3
115.0,177.3
115.0,177.3
115.0,177.3
115.0,177.3
115.0,177.3
115.0,177.3
115.0,142.86
115.0,142.86
115.0,142.86
115.0,142.86
115.0,142.86
115.0,142.86
115.0,142.86
115.0,142.86
120.0,107.14
120.0,107.14
120.0,107.14
120.0,107.14
120.0,107.14
120.0,107.14
120.0,107.14
120.0,107.14
120.0,108.7
120.0,108.7
120.0,108.7
120.0,108.7
120.0,108.7
120.0,108.7
120.0,108.7
120.0,108.7
120.0,144.93
120.0,144.93
120.0,144.93
120.0,144.93
120.0,144.93
120.0,144.93
120.0,144.93
120.0,144.93
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,144.93
120.0,144.93
120.0,144.93
120.0,144.93
120.0,144.93
120.0,144.93
120.0,144.93
120.0,144.93
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,182.48
120.0,182.48
120.0,182.48
120.0,182.48
120.0,182.48
120.0,182.48
120.0,182.48
120.0,182.48
120.0,178.57
120.0,178.57
120.0,178.57
120.0,178.57
120.0,178.57
120.0,178.57
120.0,178.57
120.0,178.57
120.0,140.85
120.0,140.85
120.0,140.85
120.0,140.85
120.0,140.85
120.0,140.85
120.0,140.85
120.0,140.85
120.0,178.57
120.0,178.57
120.0,178.57
120.0,178.57
120.0,178.57
120.0,178.57
120.0,178.57
120.0,178.57
120.0,176.06
120.0,176.06
120.0,176.06
120.0,176.06
120.0,176.06
120.0,176.06
120.0,176.06
120.0,176.06
120.0,179.86
120.0,179.86
120.0,179.86
120.0,179.86
120.0,179.86
120.0,179.86
120.0,179.86
120.0,179.86
120.0,143.88
120.0,143.88
120.0,143.88
120.0,143.88
120.0,143.88
120.0,143.88
120.0,143.88
120.0,143.88
120.0,174.83
120.0,174.83
120.0,174.83
120.0,174.83
120.0,174.83
120.0,174.83
120.0,174.83
120.0,174.83
120.0,148.15
120.0,148.15
120.0,148.15
120.0,148.15
120.0,148.15
120.0,148.15
120.0,148.15
120.0,181.16
120.0,181.16
120.0,181.16
120.0,181.16
120.0,181.16
120.0,181.16
120.0,181.16
120.0,181.16
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,177.3
120.0,136.99
120.0,136.99
120.0,136.99
120.0,136.99
120.0,136.99
120.0,136.99
120.0,136.99
121.0,105.63
121.0,105.63
121.0,105.63
121.0,105.63
121.0,105.63
121.0,105.63
121.0,105.63
121.0,105.63
121.0,143.88
121.0,143.88
121.0,143.88
121.0,143.88
121.0,143.88
121.0,143.88
121.0,143.88
121.0,143.88
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,177.3
121.0,177.3
121.0,177.3
121.0,177.3
121.0,177.3
121.0,177.3
121.0,177.3
121.0,177.3
121.0,142.86
121.0,142.86
121.0,142.86
121.0,142.86
121.0,142.86
121.0,142.86
121.0,142.86
121.0,142.86
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,177.3
121.0,177.3
121.0,177.3
121.0,177.3
121.0,177.3
121.0,177.3
121.0,177.3
121.0,179.86
121.0,179.86
121.0,179.86
121.0,179.86
121.0,179.86
121.0,179.86
121.0,179.86
121.0,179.86
121.0,182.48
121.0,182.48
121.0,182.48
121.0,182.48
121.0,182.48
121.0,182.48
121.0,182.48
121.0,182.48
121.0,144.93
121.0,144.93
121.0,144.93
121.0,144.93
121.0,144.93
121.0,144.93
121.0,144.93
121.0,144.93
121.0,179.86
121.0,179.86
121.0,179.86
121.0,179.86
121.0,179.86
121.0,179.86
121.0,179.86
121.0,179.86
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,183.82
121.0,183.82
121.0,183.82
121.0,183.82
121.0,183.82
121.0,183.82
121.0,183.82
121.0,183.82
121.0,142.86
121.0,142.86
121.0,142.86
121.0,142.86
121.0,142.86
121.0,142.86
121.0,142.86
121.0,142.86
121.0,176.06
121.0,176.06
121.0,176.06
121.0,176.06
121.0,176.06
121.0,176.06
121.0,176.06
121.0,176.06
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,145.99
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,181.16
121.0,143.88
121.0,143.88
121.0,143.88
121.0,143.88
121.0,143.88
121.0,143.88
121.0,143.88
121.0,143.88
121.0,179.86
130.0,35.21
130.0,35.21
130.0,35.21
130.0,35.21
130.0,35.21
130.0,35.21
130.0,35.21
130.0,35.21
130.0,35.21
130.0,102.74
130.0,102.74
130.0,102.74
130.0,102.74
130.0,102.74
130.0,102.74
130.0,102.74
130.0,102.74
130.0,141.84
130.0,141.84
130.0,141.84
130.0,141.84
130.0,141.84
130.0,141.84
130.0,141.84
130.0,141.84
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,177.3
130.0,177.3
130.0,177.3
130.0,177.3
130.0,177.3
130.0,177.3
130.0,177.3
130.0,177.3
130.0,176.06
130.0,176.06
130.0,176.06
130.0,176.06
130.0,176.06
130.0,176.06
130.0,176.06
130.0,176.06
130.0,212.77
130.0,212.77
130.0,212.77
130.0,212.77
130.0,212.77
130.0,212.77
130.0,212.77
130.0,212.77
130.0,179.86
130.0,179.86
130.0,179.86
130.0,179.86
130.0,179.86
130.0,179.86
130.0,179.86
130.0,182.48
130.0,182.48
130.0,182.48
130.0,182.48
130.0,182.48
130.0,182.48
130.0,182.48
130.0,182.48
130.0,182.48
130.0,172.41
130.0,172.41
130.0,172.41
130.0,172.41
130.0,172.41
130.0,172.41
130.0,172.41
130.0,172.41
130.0,206.9
130.0,206.9
130.0,206.9
130.0,206.9
130.0,206.9
130.0,206.9
130.0,206.9
130.0,206.9
130.0,181.16
130.0,181.16
130.0,181.16
130.0,181.16
130.0,181.16
130.0,181.16
130.0,181.16
130.0,185.19
130.0,185.19
130.0,185.19
130.0,185.19
130.0,185.19
130.0,185.19
130.0,185.19
130.0,185.19
130.0,182.48
130.0,182.48
130.0,182.48
130.0,182.48
130.0,182.48
130.0,182.48
130.0,182.48
130.0,182.48
130.0,177.3
130.0,177.3
130.0,177.3
130.0,177.3
130.0,177.3
130.0,177.3
130.0,177.3
130.0,177.3
130.0,174.83
130.0,174.83
130.0,174.83
130.0,174.83
130.0,174.83
130.0,174.83
130.0,174.83
130.0,174.83
130.0,179.86
130.0,179.86
130.0,179.86
130.0,179.86
130.0,179.86
130.0,179.86
130.0,179.86
130.0,179.86
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
130.0,178.57
132.0,101.35
132.0,101.35
132.0,101.35
132.0,101.35
132.0,101.35
132.0,101.35
132.0,101.35
132.0,101.35
132.0,183.82
132.0,183.82
132.0,183.82
132.0,183.82
132.0,183.82
132.0,183.82
132.0,183.82
132.0,183.82
132.0,142.86
132.0,142.86
132.0,142.86
132.0,142.86
132.0,142.86
132.0,142.86
132.0,142.86
132.0,217.39
132.0,217.39
132.0,217.39
132.0,217.39
132.0,217.39
132.0,217.39
132.0,217.39
132.0,217.39
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,177.3
132.0,177.3
132.0,177.3
132.0,177.3
132.0,177.3
132.0,177.3
132.0,177.3
132.0,177.3
132.0,176.06
132.0,176.06
132.0,176.06
132.0,176.06
132.0,176.06
132.0,176.06
132.0,176.06
132.0,176.06
132.0,217.39
132.0,217.39
132.0,217.39
132.0,217.39
132.0,217.39
132.0,217.39
132.0,217.39
132.0,217.39
132.0,177.3
132.0,177.3
132.0,177.3
132.0,177.3
132.0,177.3
132.0,177.3
132.0,177.3
132.0,177.3
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,212.77
132.0,212.77
132.0,212.77
132.0,212.77
132.0,212.77
132.0,212.77
132.0,212.77
132.0,212.77
132.0,174.83
132.0,174.83
132.0,174.83
132.0,174.83
132.0,174.83
132.0,174.83
132.0,174.83
132.0,174.83
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,181.16
132.0,215.83
132.0,215.83
132.0,215.83
132.0,215.83
132.0,215.83
132.0,215.83
132.0,215.83
132.0,215.83
132.0,212.77
132.0,212.77
132.0,212.77
132.0,212.77
132.0,212.77
132.0,212.77
132.0,212.77
132.0,212.77
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,178.57
132.0,172.41
133.0,71.43
133.0,71.43
133.0,71.43
133.0,71.43
133.0,71.43
133.0,71.43
133.0,71.43
133.0,71.43
133.0,142.86
133.0,142.86
133.0,142.86
133.0,142.86
133.0,142.86
133.0,142.86
133.0,142.86
133.0,142.86
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,211.27
133.0,211.27
133.0,211.27
133.0,211.27
133.0,211.27
133.0,211.27
133.0,211.27
133.0,211.27
133.0,182.48
133.0,182.48
133.0,182.48
133.0,182.48
133.0,182.48
133.0,182.48
133.0,182.48
133.0,182.48
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,185.19
133.0,185.19
133.0,185.19
133.0,185.19
133.0,185.19
133.0,185.19
133.0,185.19
133.0,185.19
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,178.57
133.0,178.57
133.0,178.57
133.0,178.57
133.0,178.57
133.0,178.57
133.0,178.57
133.0,178.57
133.0,212.77
133.0,212.77
133.0,212.77
133.0,212.77
133.0,212.77
133.0,212.77
133.0,212.77
133.0,212.77
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,183.82
133.0,177.3
133.0,177.3
133.0,177.3
133.0,177.3
133.0,177.3
133.0,177.3
133.0,177.3
133.0,177.3
133.0,178.57
133.0,178.57
133.0,178.57
133.0,178.57
133.0,178.57
133.0,178.57
133.0,178.57
133.0,178.57
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,209.79
133.0,209.79
133.0,209.79
133.0,209.79
133.0,209.79
133.0,209.79
133.0,209.79
133.0,209.79
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,181.16
133.0,179.86
133.0,179.86
133.0,179.86
133.0,179.86
133.0,179.86
133.0,179.86
133.0,179.86
133.0,182.48
133.0,182.48
133.0,182.48
133.0,182.48
133.0,182.48
133.0,182.48
133.0,182.48
133.0,182.48
133.0,176.06
133.0,176.06
138.0,104.9
138.0,104.9
138.0,104.9
138.0,104.9
138.0,104.9
138.0,104.9
138.0,104.9
138.0,104.9
138.0,177.3
138.0,177.3
138.0,177.3
138.0,177.3
138.0,177.3
138.0,177.3
138.0,177.3
138.0,177.3
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,174.83
138.0,174.83
138.0,174.83
138.0,174.83
138.0,174.83
138.0,174.83
138.0,174.83
138.0,174.83
138.0,215.83
138.0,215.83
138.0,215.83
138.0,215.83
138.0,215.83
138.0,215.83
138.0,215.83
138.0,215.83
138.0,177.3
138.0,177.3
138.0,177.3
138.0,177.3
138.0,177.3
138.0,177.3
138.0,177.3
138.0,177.3
138.0,215.83
138.0,215.83
138.0,215.83
138.0,215.83
138.0,215.83
138.0,215.83
138.0,215.83
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,182.48
138.0,182.48
138.0,182.48
138.0,182.48
138.0,182.48
138.0,182.48
138.0,182.48
138.0,182.48
138.0,217.39
138.0,217.39
138.0,217.39
138.0,217.39
138.0,217.39
138.0,217.39
138.0,217.39
138.0,217.39
138.0,174.83
138.0,174.83
138.0,174.83
138.0,174.83
138.0,174.83
138.0,174.83
138.0,174.83
138.0,186.57
138.0,186.57
138.0,186.57
138.0,186.57
138.0,186.57
138.0,186.57
138.0,186.57
138.0,186.57
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,178.57
138.0,176.06
138.0,176.06
138.0,176.06
138.0,176.06
138.0,176.06
138.0,176.06
138.0,176.06
138.0,176.06
138.0,214.29
138.0,214.29
138.0,214.29
138.0,214.29
138.0,214.29
138.0,214.29
138.0,214.29
138.0,214.29
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,179.86
138.0,176.06
143.0,102.04
143.0,102.04
143.0,102.04
143.0,102.04
143.0,102.04
143.0,102.04
143.0,102.04
143.0,102.04
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,206.9
143.0,206.9
143.0,206.9
143.0,206.9
143.0,206.9
143.0,206.9
143.0,206.9
143.0,206.9
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,206.9
143.0,206.9
143.0,206.9
143.0,206.9
143.0,206.9
143.0,206.9
143.0,206.9
143.0,206.9
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,182.48
143.0,246.48
143.0,246.48
143.0,246.48
143.0,246.48
143.0,246.48
143.0,246.48
143.0,246.48
143.0,246.48
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,217.39
143.0,217.39
143.0,217.39
143.0,217.39
143.0,217.39
143.0,217.39
143.0,217.39
143.0,217.39
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,177.3
143.0,174.83
143.0,174.83
143.0,174.83
143.0,174.83
143.0,174.83
143.0,174.83
143.0,174.83
143.0,174.83
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,214.29
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
143.0,178.57
148.0,102.74
148.0,102.74
148.0,102.74
148.0,102.74
148.0,102.74
148.0,102.74
148.0,102.74
148.0,102.74
148.0,182.48
148.0,182.48
148.0,182.48
148.0,182.48
148.0,182.48
148.0,182.48
148.0,182.48
148.0,182.48
148.0,217.39
148.0,217.39
148.0,217.39
148.0,217.39
148.0,217.39
148.0,217.39
148.0,217.39
148.0,217.39
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,212.77
148.0,212.77
148.0,212.77
148.0,212.77
148.0,212.77
148.0,212.77
148.0,212.77
148.0,212.77
148.0,176.06
148.0,176.06
148.0,176.06
148.0,176.06
148.0,176.06
148.0,176.06
148.0,176.06
148.0,176.06
148.0,211.27
148.0,211.27
148.0,211.27
148.0,211.27
148.0,211.27
148.0,211.27
148.0,211.27
148.0,211.27
148.0,183.82
148.0,183.82
148.0,183.82
148.0,183.82
148.0,183.82
148.0,183.82
148.0,183.82
148.0,183.82
148.0,208.33
148.0,208.33
148.0,208.33
148.0,208.33
148.0,208.33
148.0,208.33
148.0,208.33
148.0,181.16
148.0,181.16
148.0,181.16
148.0,181.16
148.0,181.16
148.0,181.16
148.0,181.16
148.0,181.16
148.0,181.16
148.0,202.7
148.0,202.7
148.0,202.7
148.0,202.7
148.0,202.7
148.0,202.7
148.0,202.7
148.0,202.7
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,183.82
148.0,183.82
148.0,183.82
148.0,183.82
148.0,183.82
148.0,183.82
148.0,183.82
148.0,183.82
148.0,183.82
148.0,205.48
148.0,205.48
148.0,205.48
148.0,205.48
148.0,205.48
148.0,205.48
148.0,205.48
148.0,205.48
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,177.3
148.0,181.16
148.0,181.16
153.0,34.48
153.0,34.48
153.0,34.48
153.0,34.48
153.0,34.48
153.0,34.48
153.0,34.48
153.0,34.48
153.0,34.48
153.0,136.99
153.0,136.99
153.0,136.99
153.0,136.99
153.0,136.99
153.0,136.99
153.0,136.99
153.0,136.99
153.0,176.06
153.0,176.06
153.0,176.06
153.0,176.06
153.0,176.06
153.0,176.06
153.0,176.06
153.0,176.06
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,206.9
153.0,206.9
153.0,206.9
153.0,206.9
153.0,206.9
153.0,206.9
153.0,206.9
153.0,206.9
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,218.98
153.0,218.98
153.0,218.98
153.0,218.98
153.0,218.98
153.0,218.98
153.0,218.98
153.0,218.98
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,202.7
153.0,202.7
153.0,202.7
153.0,202.7
153.0,202.7
153.0,202.7
153.0,202.7
153.0,202.7
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,179.86
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,209.79
153.0,182.48
153.0,182.48
153.0,182.48
153.0,182.48
153.0,182.48
153.0,182.48
153.0,182.48
153.0,182.48
153.0,217.39
153.0,217.39
153.0,217.39
153.0,217.39
153.0,217.39
153.0,217.39
153.0,217.39
