timestamp,frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed_x,ball_speed_y,ball_speed,ball_angle,blue_robot_strategy,yellow_robot_strategy
1738850404.110411,0,-759.8795166015625,-166.6666717529297,1.4552353620529175,585.5768432617188,-450.91839599609375,2.1865103244781494,350.240966796875,-387.5,,,,,0,2
1738850404.1410184,0,-759.8795166015625,-166.6666717529297,1.4456676244735718,582.5513305664062,-446.43377685546875,2.1531808376312256,346.14459228515625,-387.5,-24.676954889871986,0.0,24.676954889871986,180.0,0,2
1738850404.1751087,0,-759.8795166015625,-166.6666717529297,1.4408750534057617,581.1690063476562,-442.01800537109375,2.0484108924865723,346.14459228515625,-387.5,0.0,0.0,0.0,0.0,0,2
1738850404.2103612,0,-759.8795166015625,-166.6666717529297,1.4392147064208984,576.8370971679688,-435.643798828125,2.012686014175415,350.240966796875,-387.5,24.676954889871986,0.0,24.676954889871986,0.0,0,2
1738850404.2432778,0,-759.8795166015625,-166.6666717529297,1.4999340772628784,574.4296264648438,-432.0433044433594,2.0242936611175537,346.14459228515625,-387.5,-24.676954889871986,0.0,24.676954889871986,180.0,0,2
1738850404.2747545,0,-759.8795166015625,-166.6666717529297,1.4806585311889648,573.3540649414062,-430.3812255859375,1.9842917919158936,350.240966796875,-387.5,24.676954889871986,0.0,24.676954889871986,0.0,0,2
1738850404.3103814,0,-759.8795166015625,-166.6666717529297,1.4658747911453247,577.106201171875,-434.0104064941406,1.9401869773864746,350.240966796875,-387.5,0.0,0.0,0.0,0.0,0,2
1738850404.3446403,0,-759.8795166015625,-166.6666717529297,1.4555145502090454,579.9803466796875,-441.0274963378906,1.9668554067611694,350.240966796875,-387.5,0.0,0.0,0.0,0.0,0,2
1738850404.3740578,0,-759.8795166015625,-166.6666717529297,1.448905348777771,585.9827270507812,-449.97088623046875,1.9392919540405273,346.14459228515625,-387.5,-24.676954889871986,0.0,24.676954889871986,180.0,0,2
1738850404.4074883,0,-759.8795166015625,-166.6666717529297,1.4451643228530884,589.9132080078125,-459.8149719238281,1.9747223854064941,350.240966796875,-387.5,24.676954889871986,0.0,24.676954889871986,0.0,0,2
1738850404.448032,0,-759.8795166015625,-166.6666717529297,1.5039832592010498,596.2081909179688,-469.9046630859375,1.9728864431381226,350.240966796875,-387.5,0.0,0.0,0.0,0.0,0,2
1738850404.4764686,0,-759.8795166015625,-166.6666717529297,1.4831379652023315,599.99755859375,-475.80987548828125,2.061509847640991,350.240966796875,-387.5,0.0,0.0,0.0,0.0,0,2
1738850404.5154347,0,-759.8795166015625,-166.6666717529297,1.467193841934204,599.963623046875,-478.722900390625,2.2173917293548584,350.240966796875,-387.5,0.0,0.0,0.0,0.0,0,2
