time,raw_x,raw_y,moving_avg_x,moving_avg_y,kalman_x,kalman_y
1726840227.980403,-485.2253723144531,324.7515563964844,-485.2253723144531,324.7515563964844,-484.0156356594682,323.94190404944754
1726840228.0804594,-485.9466857910156,324.8937072753906,-485.5860290527344,324.8226318359375,-488.2663782317834,326.4495225464192
1726840228.5102065,-482.9144287109375,326.518310546875,-484.69549560546875,325.3878580729167,-485.06998823643244,327.315735602254
1726840228.6109698,-483.0243225097656,326.908935546875,-484.27770233154297,325.76812744140625,-483.93798921154274,327.7171089418338
1726840229.7125823,-484.06121826171875,326.6976318359375,-484.2344055175781,325.9540283203125,-484.0828013905234,327.60173861611617
1726840230.0417657,-483.32916259765625,326.4748840332031,-483.85516357421875,326.29869384765624,-483.6898847154464,327.2754485113685
1726840230.1443703,-483.5771789550781,326.2182922363281,-483.3812622070312,326.56361083984376,-483.61016572294346,326.8470319259968
1726840230.5779552,-484.3288269042969,327.552490234375,-483.6641418457031,326.77044677734375,-484.0073786879538,327.32205612710567
1726840230.6802983,-486.8619689941406,325.9302978515625,-484.4316711425781,326.57471923828126,-485.7054073348025,326.6294662813435
1726840230.8801882,-482.8173522949219,327.5553283691406,-484.1828979492187,326.7462585449219,-484.3189303805527,327.1342607264684
1726840231.1124606,-485.2253723144531,324.7515563964844,-484.5621398925781,326.40159301757814,-484.818154621182,325.81249050605015
1726840231.344348,-485.52655029296875,324.44000244140625,-484.95201416015624,326.0459350585937,-485.28654003431404,324.8568348501089
1726840231.5765471,-484.5921936035156,327.240966796875,-485.0046875,325.98363037109374,-484.99319342223373,325.9875515260013
1726840231.6765463,-483.16925048828125,326.0560607910156,-484.2661437988281,326.0087829589844,-483.9644007819267,326.03691445599947
1726840231.9125607,-483.4208679199219,327.2431640625,-484.3868469238281,325.94635009765625,-483.51255716842564,326.74798414992847
1726840232.0123374,-485.3018493652344,326.5697326660156,-484.4021423339844,326.3099853515625,-484.3905649588716,326.7603304874633
1726840232.0422444,-483.423095703125,327.865234375,-483.9814514160156,326.9950317382812,-483.86197573543933,327.4753601788497
1726840232.1444209,-482.4519958496094,328.696533203125,-483.55341186523435,327.28614501953126,-482.9874153748664,328.33768594935657
1726840232.3764267,-483.4802551269531,326.9527587890625,-483.61561279296876,327.4654846191406,-483.10295707484056,327.7670560740502
1726840232.4763052,-488.08831787109375,326.9923400878906,-484.5491027832031,327.4153198242187,-485.8932486527685,327.3819540349743
1726840232.7417104,-486.579345703125,325.7857360839844,-484.8046020507812,327.2585205078125,-486.6488696429099,326.4418934414378
1726840232.812347,-489.46612548828125,327.2315673828125,-486.0132080078125,327.131787109375,-488.62229448652124,326.74641353837217
1726840233.67633,-214.19383239746094,114.88683319091797,-432.3615753173828,284.3698471069336,-330.48537798678626,204.21198050435376
1726840233.812068,-125.40187072753906,35.243934631347656,-360.7458984375,226.02808227539063,-188.55304492276804,88.12741993790989
1726840234.0123262,1.1190130710601807,-76.81275939941406,-262.9044322490692,145.26706237792968,-42.559568669533995,-36.49052471586292
1726840234.112261,66.08709716796875,-131.20628356933594,-152.37114367485046,53.868658447265624,65.56218415043159,-128.79171847089708
1726840234.5095806,300.3468017578125,-349.3045959472656,5.5914417743682865,-81.43857421875,246.71569893539998,-294.31575410888763
1726840234.7761037,443.72564697265625,-487.4859924316406,137.17533764839172,-201.91313934326172,417.0461657368706,-455.3266690142341
1726840234.8762212,494.75018310546875,-538.6886596679688,261.2057484149933,-316.699658203125,523.8823061663223,-559.4596717099333
1726840234.9760494,547.2079467773438,-589.4752807617188,370.42353515625,-419.23216247558594,593.2971607192013,-628.4853456131012
1726840235.0096061,563.2499389648438,-605.062255859375,469.856103515625,-514.0033569335938,622.3891425301913,-658.6041074012181
1726840235.076254,595.1488037109375,-625.0708618164062,528.81650390625,-569.1566101074219,640.9569606619699,-671.8806656939119
1726840235.2122347,644.8734130859375,-583.3089599609375,569.0460571289062,-588.3212036132812,668.1286373323688,-643.7234160207234
1726840235.6417897,798.5227661132812,-494.7738342285156,629.8005737304687,-579.5382385253906,763.6441567087187,-568.2511608379206
1726840235.744391,832.4910888671875,-471.7618103027344,686.8572021484375,-555.9955444335938,830.7413819230651,-508.01577851485047
1726840235.87636,813.69677734375,-446.9939880371094,736.9465698242187,-524.3818908691406,848.5416413456038,-460.83881669741214
1726840235.9740453,799.50732421875,-426.83953857421875,777.8182739257812,-484.7356262207031,840.6907711919464,-426.4406799616302
1726840236.0741816,782.2767333984375,-404.006103515625,805.2989379882813,-448.87505493164065,818.9583387121327,-398.8103506980232
1726840236.21225,768.82861328125,-381.0992736816406,799.360107421875,-426.1401428222656,794.481081408887,-374.97799335031067
1726840236.6090875,715.0083618164062,-309.6319274902344,775.8635620117187,-393.71416625976565,747.7709110027035,-324.86377139354715
1726840236.7084603,700.6683349609375,-293.0120544433594,753.2578735351562,-362.91777954101565,713.0455766482236,-290.9850416713716
1726840236.8441823,682.8956909179688,-272.30987548828125,729.935546875,-332.0118469238281,685.5788512356302,-265.140390240312
