time,raw_x,raw_y,moving_avg_x,moving_avg_y,kalman_x,kalman_y
1726840844.2848258,-520.9803466796875,-336.1810607910156,-520.9803466796875,-336.1810607910156,-518.3890492577542,-334.50893415191587
1726840844.3192585,-521.4396362304688,-335.9808654785156,-521.2099914550781,-336.0809631347656,-526.2395364894237,-339.08747907446025
1726840844.3514433,-522.6000366210938,-336.5860290527344,-521.67333984375,-336.2493184407552,-525.7969933175522,-338.5948365521577
1726840844.482787,-523.0868530273438,-336.8128662109375,-522.0267181396484,-336.3902053833008,-525.5851015483605,-338.3433152484538
1726840844.5533955,-523.6210327148438,-336.59130859375,-522.3455810546875,-336.4304260253906,-525.5621291170692,-337.9401867860922
1726840844.6152368,-522.8328247070312,-336.59423828125,-522.7160766601562,-336.5130615234375,-524.882717158032,-337.61686984156216
1726840844.6838377,-522.2893676757812,-335.9557189941406,-522.8860229492187,-336.5080322265625,-524.0243080798773,-336.99786845327213
1726840844.7506196,-523.0868530273438,-336.8128662109375,-522.9833862304688,-336.55339965820315,-523.7947804744597,-337.007584732827
1726840844.9156778,-522.884033203125,-336.3945617675781,-522.942822265625,-336.46973876953126,-523.476360401654,-336.76952726744213
1726840844.983718,-521.6600952148438,-335.6008605957031,-522.550634765625,-336.2716491699219,-522.6066853730475,-336.1914668206475
1726840845.0534585,-522.4425659179688,-336.19671630859375,-522.4725830078125,-336.1921447753906,-522.4307902785654,-336.1190672480752
1726840845.0836935,-521.8536987304688,-335.95733642578125,-522.38544921875,-336.1924682617188,-522.0467439289015,-335.973903395368
1726840845.1496818,-522.35791015625,-334.1778869628906,-522.2396606445312,-335.66547241210935,-522.08408379451,-334.9951413034444
1726840845.1831987,-523.0240478515625,-337.1922302246094,-522.2676635742188,-335.82500610351565,-522.4841044757682,-335.91856782554197
1726840845.3480225,-522.522216796875,-334.41082763671875,-522.440087890625,-335.5869995117188,-522.5102511961601,-335.1580072067293
1726840845.4176106,-522.41748046875,-336.0153503417969,-522.4350708007812,-335.55072631835935,-522.4717301784048,-335.4827623351853
1726840845.483091,-522.1310424804688,-334.0400695800781,-522.4905395507812,-335.1672729492187,-522.2986639223539,-334.7216745071557
1726840845.5473378,-521.856201171875,-335.70001220703125,-522.3901977539062,-335.47169799804686,-522.0475788935814,-335.084547916299
1726840845.5836859,-522.09765625,-335.9045104980469,-522.2049194335938,-335.2141540527344,-522.0168873606469,-335.46339619769554
1726840845.6851509,-521.128662109375,-335.41510009765625,-521.9262084960938,-335.4150085449219,-521.5218486166261,-335.47000076402117
1726840845.716101,-523.0299072265625,-336.593505859375,-522.0486938476563,-335.5306396484375,-522.1833752007212,-336.063711961631
1726840845.785474,-523.5460815429688,-336.0111389160156,-522.3317016601562,-335.924853515625,-522.9037309172597,-336.1425980977787
1726840845.8856435,-522.4484252929688,-335.5979309082031,-522.450146484375,-335.90443725585936,-522.8005661084006,-335.9507053896578
1726840845.9162874,-523.3196411132812,-335.4069519042969,-522.6945434570313,-335.8049255371094,-523.1375414455642,-335.70396770565895
1726840845.9831197,-520.7566528320312,-335.2850341796875,-522.6201416015625,-335.77891235351564,-522.0287995957316,-335.47411791884156
1726840846.0496924,-521.8494262695312,-336.3984069824219,-522.3840454101562,-335.739892578125,-521.8397994371437,-335.89748286913283
1726840846.1177418,-522.138916015625,-335.00042724609375,-522.1026123046875,-335.5377502441406,-521.8955606576818,-335.47345967653774
1726840846.5495646,-521.859619140625,-335.3507385253906,-521.9848510742188,-335.4883117675781,-521.8191411720844,-335.36892434527533
1726840846.6175451,-521.4121704101562,-334.0718994140625,-521.6033569335938,-335.22130126953124,-521.5604462074376,-334.66455174142726
1726840846.6856027,-521.441650390625,-335.7713928222656,-521.7403564453125,-335.3185729980469,-521.4250047194536,-335.08932465880264
1726840846.7475195,-517.7308349609375,-334.318359375,-520.9166381835937,-334.9025634765625,-519.4745443030293,-334.66640632217343
1726840846.7849712,-518.990478515625,-335.764404296875,-520.2869506835938,-335.05535888671875,-518.8826326433104,-335.1390528709616
1726840846.8167148,-521.642333984375,-335.29644775390625,-520.2434936523438,-335.04450073242185,-519.9566777894446,-335.23156606381445
1726840846.8830924,-522.7713623046875,-336.1622314453125,-520.51533203125,-335.4625671386719,-521.322959195628,-335.7273626314698
1726840846.9166164,-521.3794555664062,-339.92840576171875,-520.5028930664063,-336.2939697265625,-521.5141349537757,-337.95391618685244
1726840847.0493393,-518.8432006835938,-336.0286865234375,-520.7253662109375,-336.63603515625,-520.2976391054052,-337.3755979993233
1726840847.116567,-530.9930419921875,-341.484375,-523.12587890625,-337.780029296875,-525.6482144179653,-339.6536401291902
1726840847.2468853,-522.1677856445312,-336.3972473144531,-523.2309692382812,-338.00018920898435,-524.6301437224159,-338.47444848052385
1726840847.9499047,-253.53627014160156,-211.5697784423828,-469.3839508056641,-313.0816986083984,-387.1781805976236,-274.1099615569652
1726840847.9846847,-224.17628479003906,-195.51513671875,-409.9433166503906,-284.1990447998047,-283.724478541742,-224.49965369986114
1726840848.0837216,-134.46524047851562,-157.91848754882812,-333.067724609375,-248.5770050048828,-177.9209777715154,-176.45246913108554
1726840848.1476817,-79.97843933105469,-128.32223510742188,-242.86480407714845,-205.9445770263672,-91.39240312314949,-134.87943169065943
1726840848.2150657,-21.069536209106445,-105.07624053955078,-142.64515419006347,-159.6803756713867,-17.115434441547034,-101.59532963257836
1726840848.517353,224.5532684326172,5.498076438903809,-47.02724647521973,-116.2668046951294,143.6494360908041,-29.564610032513066
1726840848.6469772,341.99371337890625,50.21918487548828,66.20675315856934,-67.11994037628173,295.0737170713651,34.079875894026785
1726840848.785694,433.8049011230469,100.47314453125,179.86078147888185,-15.441613960266114,423.5485385190068,93.44734888358828
1726840848.8496091,482.2693786621094,123.80964660644531,292.3103450775146,34.98476238250733,512.9561820095514,135.59913100466412
1726840849.049581,630.197998046875,188.48178100585938,422.56385192871096,93.69636669158936,627.3031883015308,187.35127986459105
1726840849.0840049,651.5910034179688,199.3480987548828,507.9713989257813,132.46637115478515,694.8486173144026,218.4953621498526
1726840849.11694,674.8558959960938,209.4950408935547,574.5438354492187,164.32154235839843,733.1008442515613,235.96304724834627
1726840849.2151346,748.5502319335938,239.23719787597656,637.4929016113281,192.07435302734376,780.2390470065016,255.52099544495314
1726840849.417583,792.9061279296875,287.0234069824219,699.6202514648437,224.71710510253905,820.9944913329107,286.87642800916916
1726840849.483389,764.4092407226562,300.73089599609375,726.4625,247.16692810058595,822.1400098344575,309.28314122990105
1726840849.5469098,741.267578125,317.6899719238281,744.3978149414063,270.835302734375,801.8872752361566,327.57955818914934
1726840849.5842865,731.0764770507812,325.322021484375,755.6419311523438,294.0006988525391,777.2454085446462,338.90395275647364
1726840849.6170626,720.6959838867188,332.2638854980469,750.0710815429687,312.6060363769531,752.6151016087412,345.87094891046604
1726840849.6834056,705.3175659179688,346.62969970703125,732.553369140625,324.527294921875,727.6838058786243,354.46594276461457
1726840849.8166306,665.7988891601562,373.2128601074219,712.831298828125,339.0236877441406,691.829986035584,370.97706169106135
1726840849.8826823,645.3048706054688,385.1224060058594,693.6387573242188,352.5101745605469,659.7034323748967,385.49939634754446
1726840850.0469215,600.4506225585938,416.568359375,667.5135864257812,370.7594421386719,618.8489776167496,408.5661599745364
1726840850.1175861,582.9728393554688,427.51019287109375,639.9689575195313,389.80870361328124,586.9940540755126,426.72353735435775
1726840850.185562,565.8822021484375,437.33099365234375,612.081884765625,407.94896240234374,562.0144534068141,440.7661474590966
1726840850.2495682,544.4210815429688,449.8932189941406,587.8063232421875,423.2850341796875,539.4299598550273,453.5175900334754
1726840850.317357,526.2083740234375,459.10479736328125,563.9870239257813,438.0815124511719,519.8504994628195,463.9012121126922
1726840850.348911,520.2547607421875,461.97161865234375,547.9478515625,447.16216430664065,508.1948855218526,469.7114829007809
1726840850.3847888,511.0445251464844,466.2890625,533.5621887207031,454.9179382324219,499.6732370299069,473.5493503880642
