time,raw_x,raw_y,moving_avg_x,moving_avg_y,kalman_x,kalman_y
1726840850.4470866,499.1238098144531,473.4258117675781,520.2105102539062,462.13690185546875,491.20642790885216,477.92598677042656
1726840850.617546,472.6112060546875,458.78106689453125,505.84853515625,463.9144714355469,474.8069183541254,471.9270829795582
1726840850.6855533,463.86810302734375,450.8710632324219,493.38048095703124,462.267724609375,461.9554771906709,462.8955375547139
1726840851.0175102,429.3677062988281,416.5076904296875,475.20307006835935,453.17493896484376,438.3981299548514,439.1006913990528
1726840851.2496436,399.4118347167969,388.2180480957031,452.87653198242185,437.56073608398435,410.17210897911593,409.4785807067263
1726840851.317589,386.25494384765625,374.9083557128906,430.3027587890625,417.85724487304685,387.91980774957204,384.8159713299691
1726840851.3811638,380.3930358886719,363.7461853027344,411.8591247558594,398.8502685546875,373.7389391112778,365.4632826126432
1726840851.448815,372.520751953125,351.8840026855469,393.58965454101565,379.0528564453125,363.80845074264766,349.64936200814145
1726840851.5814226,364.021240234375,339.4875793457031,380.520361328125,363.6488342285156,355.97138529750265,335.92316594300587
1726840851.6814406,342.8169250488281,322.65008544921875,369.2013793945313,350.5352416992188,342.6008417104307,321.1741092258155
1726840851.8814178,337.796875,298.1538391113281,359.509765625,335.18433837890626,333.5093540013148,301.70124021620774
1726840851.9788408,320.5565490722656,283.8392639160156,347.54246826171874,319.2029541015625,320.9474207245807,284.29453954283093
1726840852.449206,282.50152587890625,233.8300018310547,329.538623046875,295.59215393066404,295.36416978980225,250.24215013708707
1726840852.5175302,268.7815856933594,222.54241943359375,310.4906921386719,272.2031219482422,273.79526370269343,225.18964144713078
1726840852.7174346,242.657470703125,189.10679626464844,290.45880126953125,245.4944641113281,249.1245404834758,195.46032914961498
1726840853.2787142,199.9974822998047,137.44444274902344,262.8989227294922,213.3525848388672,214.29460053531398,153.58468600119764
1726840853.3495052,192.96412658691406,120.94835662841797,237.38043823242188,180.77440338134767,191.35417145451785,122.0808260410507
1726840853.4487646,189.5174102783203,119.8611831665039,218.7836151123047,157.9806396484375,178.5762630697887,105.86247859060364
1726840853.5814843,173.69622802734375,95.42218017578125,199.76654357910155,132.556591796875,165.9666308193607,87.65973541089585
1726840854.2174191,146.93470764160156,40.24494171142578,180.6219909667969,102.78422088623047,147.37441898220402,51.87713262048371
1726840854.2787573,137.29502868652344,32.62928009033203,168.0815002441406,81.8211883544922,133.26450620463064,28.59013913299244
1726840854.5811465,122.80502319335938,-8.52877426147461,154.0496795654297,55.92576217651367,119.59328615952262,-3.1487714212340308
1726840855.3174522,110.80281829833984,-59.9308967590332,138.3067611694336,19.96734619140625,107.27410029619487,-45.72745554537728
1726840855.3496718,110.34906768798828,-60.08219528198242,125.6373291015625,-11.133528900146484,101.5402455177615,-68.96401635806697
1726840855.4177203,103.79491424560547,-69.12857055664062,117.00937042236328,-33.00823135375977,96.77045580773294,-83.59412061263646
1726840855.6464295,100.96233367919922,-90.3316879272461,109.74283142089844,-57.60042495727539,94.08681763820628,-99.29780732637911
1726840856.346686,99.560791015625,-129.3466339111328,105.09398498535157,-81.76399688720703,93.13293617298761,-125.44659663245089
1726840856.3800712,97.76778411865234,-131.46853637695312,102.48697814941406,-96.07152481079102,92.76025072489128,-139.99219506715212
1726840856.513184,92.74691009521484,-137.98643493652344,98.96654663085937,-111.65237274169922,90.80964704269635,-149.12034130217518
1726840856.649308,96.54624938964844,-144.38990783691406,97.51681365966797,-126.7046401977539,92.08589956317623,-155.11771292109503
1726840856.7815447,85.92532348632812,-152.7008514404297,94.50941162109375,-139.17847290039063,88.01324300986921,-160.60929529381457
1726840856.8495111,87.01284790039062,-153.31344604492188,91.99982299804688,-143.97183532714843,86.23653779231567,-162.38060615541156
1726840856.913257,92.77769470214844,-155.1243896484375,91.00180511474609,-148.7030059814453,88.41547795880078,-162.75047805058026
1726840856.9786925,90.0680923461914,-160.45237731933594,90.4660415649414,-153.19619445800782,88.79313464908206,-164.44527925211233
1726840857.0108335,89.59609985351562,-161.22337341308594,89.07601165771484,-156.5628875732422,88.93874461028398,-165.04441770954764
1726840857.1132498,90.94544982910156,-165.86700439453125,90.08003692626953,-159.1961181640625,89.79936812153063,-167.10059347953631
1726840857.148294,90.32676696777344,-166.97793579101562,90.7428207397461,-161.92901611328125,90.0876375700526,-168.48282392584173
1726840857.2105203,93.53539276123047,-175.5198516845703,90.8943603515625,-166.00810852050782,91.89803322960005,-173.2689127636196
1726840857.4108706,91.85443878173828,-178.2307586669922,91.25162963867187,-169.56378479003905,92.19022805835267,-177.35294380647173
1726840857.5493267,84.87830352783203,-178.99652099609375,90.30807037353516,-173.11841430664063,88.73474324676272,-179.88767934957815
1726840857.613489,82.70349884033203,-185.3762969970703,88.65968017578125,-177.02027282714843,85.32569473992324,-184.23741563133913
1726840858.1786275,122.10702514648438,-204.5267333984375,95.01573181152344,-184.5300323486328,103.27034591193899,-196.29000804325685
1726840858.4126725,274.8882751464844,-304.3740234375,131.28630828857422,-210.30086669921874,192.71577000861572,-254.26656841423016
1726840858.4786925,321.1827087402344,-331.7405090332031,177.15196228027344,-241.00281677246093,273.10768233650344,-304.5378054511871
1726840858.5492027,359.9683532714844,-358.291748046875,232.16997222900392,-276.8618621826172,339.8854352733235,-347.0153554128817
1726840858.7131877,458.7095642089844,-422.77752685546875,307.3711853027344,-324.34210815429685,426.06127687075985,-402.4492862098948
1726840858.8492346,539.1129150390625,-469.69696044921875,390.77236328125,-377.37615356445315,514.4212666127495,-456.7418107943647
1726840858.9133406,578.583740234375,-496.29559326171875,451.51145629882814,-415.7604675292969,581.7985147667633,-498.98663129441616
1726840858.946768,596.3338012695312,-506.8762512207031,506.5416748046875,-450.78761596679686,623.4425439576191,-524.7122888874995
1726840859.0475662,654.2278442382812,-543.63916015625,565.3935729980469,-487.8570983886719,669.0974427894423,-553.2525943956982
1726840859.113202,691.333984375,-568.216552734375,611.91845703125,-516.9449035644532,708.0750534778258,-578.2710219053558
1726840859.2132487,748.0086669921875,-597.946044921875,653.697607421875,-542.5947204589844,753.4246683507066,-604.1080525779879
1726840859.2814438,783.2433471679688,-620.8750610351562,694.6295288085937,-567.5106140136719,792.7829657001798,-627.5006176923383
1726840859.3491213,814.8438110351562,-615.62353515625,738.3315307617188,-589.2600708007812,826.7017175967112,-635.2924767987331
1726840859.4131973,826.138916015625,-600.3214721679688,772.7137451171875,-600.596533203125,847.2600536623177,-628.2601974865348
1726840859.4787269,807.470703125,-585.9208374023438,795.9410888671875,-604.1373901367188,844.5651548972105,-613.1016845718221
1726840859.549454,791.6018676757812,-573.7263793945312,804.6597290039062,-599.29345703125,829.3571404146129,-595.1884946297214
1726840859.6492329,778.2698974609375,-550.451904296875,803.6650390625,-585.2088256835938,809.1834294970647,-571.1848442967922
1726840859.7113478,763.4917602539062,-540.490234375,793.39462890625,-570.1821655273437,786.9059376223864,-551.0691808704829
1726840859.7812805,753.3536376953125,-527.9412841796875,778.8375732421875,-555.7061279296875,767.1288182198153,-533.1416295793325
1726840859.8492882,743.0300903320312,-518.8998413085938,765.9494506835938,-542.3019287109375,749.9979228088837,-518.9162167546534
1726840859.9104471,731.6481323242188,-505.33624267578125,753.9587036132813,-528.6239013671875,734.6971943156125,-505.0246859346051
1726840859.9786847,724.101318359375,-494.0389099121094,743.1249877929688,-517.3413024902344,722.8603130590152,-492.5008262515743
1726840860.048848,711.72705078125,-484.08160400390625,732.7720458984375,-506.0595764160156,710.9448083303082,-481.52288407366234
1726840860.1132264,699.0839233398438,-473.09552001953125,721.9181030273437,-495.0904235839844,698.7820420557637,-470.94196960892896
1726840860.349211,665.2099609375,-435.0419006347656,706.3540771484375,-478.31883544921874,675.6291889383118,-446.73227694852386
1726840860.4132178,656.1571655273438,-423.78216552734375,691.2558837890625,-462.0080200195313,658.0108745917237,-427.27314560094044
1726840860.4787014,645.266845703125,-414.3341979980469,675.4889892578125,-446.06707763671875,643.5222684043385,-412.35610355807967
1726840860.7128167,608.6241455078125,-376.7557067871094,654.868408203125,-424.6018981933594,618.0446093226266,-386.22869402119574
1726840860.7811756,600.8367919921875,-368.2276611328125,635.2189819335938,-403.6283264160156,600.0832696576692,-367.56313663306906
1726840860.84919,594.42919921875,-359.4561462402344,621.0628295898438,-388.51117553710935,588.1136999132959,-354.0316444296323
1726840860.8791816,589.3905029296875,-354.0378112792969,607.7094970703125,-374.5623046875,580.6577794051027,-345.4751500047056
1726840860.9108775,585.3904418945312,-347.7557678222656,595.7342163085938,-361.2466186523437,576.3278823760687,-339.41741810836663
1726840861.2105975,543.2677001953125,-312.451416015625,582.6629272460938,-348.38576049804686,554.2059352524652,-319.7987736575858
1726840861.2812564,533.7257690429688,-302.9244689941406,569.24072265625,-335.3251220703125,536.7644044475101,-304.15854075571474
1726840861.346734,528.548828125,-294.8258361816406,556.0646484375,-322.39906005859376,525.0814676372582,-292.15878160779937
1726840861.3791578,523.63671875,-290.2989807128906,542.9138916015625,-309.6512939453125,517.3842736566334,-284.3762075985477
1726840861.411008,522.222412109375,-283.7982482910156,530.2802856445312,-296.8597900390625,513.8614234345426,-278.1738861918729
1726840861.5491772,503.126953125,-272.4404602050781,522.2521362304688,-288.85759887695315,503.73272777228243,-270.2324683130966
1726840861.6491294,489.77117919921875,-262.0926818847656,513.4612182617187,-280.6912414550781,491.8684921432699,-261.41389649835025
1726840861.713231,484.4348449707031,-253.39920043945312,504.6384216308594,-272.4059143066406,482.99404921191706,-252.7653402378476
1726840861.7786713,475.7359619140625,-248.9036865234375,495.0582702636719,-264.12685546875,474.43475041040307,-246.32746378056768
1726840861.8490932,465.34637451171875,-242.2481689453125,483.6830627441406,-255.81683959960938,465.1489890518578,-240.18285510508898
1726840861.9132721,461.23699951171875,-235.1614227294922,475.30507202148436,-248.36103210449218,458.52571709754693,-233.88309632189973
1726840861.9785576,454.6041259765625,-229.53305053710938,468.27166137695315,-241.84910583496094,452.32265012798183,-228.12507467132812
1726840862.213222,428.87103271484375,-209.40357971191406,457.1588989257813,-233.04998168945312,436.5487164024051,-215.28172401294464
1726840862.4441714,405.3095703125,-194.79281616210938,443.07362060546876,-222.2278076171875,415.61206286915944,-200.61826580671098
1726840862.645144,386.4465026855469,-181.71719360351562,427.29364624023435,-210.12161254882812,394.11429957765233,-185.84868431931778
1726840862.7131534,380.6194763183594,-179.27162170410156,411.1701416015625,-198.94365234375,379.3809490786168,-176.69656186253044
1726840862.8423123,367.63299560546875,-168.21255493164062,393.7759155273437,-186.67955322265624,365.72984399354783,-166.9787263068132
1726840862.9427197,359.8006896972656,-163.4626922607422,379.96184692382815,-177.4913757324219,355.3352517088508,-159.97992596253303
1726840862.978751,354.2007751464844,-165.90377807617188,369.740087890625,-171.71356811523438,348.07826102698095,-158.32616505463795
1726840863.0452204,346.27801513671875,-160.65591430664062,361.7063903808594,-167.50131225585938,341.44272357938263,-156.03330396142897
1726840863.281201,332.4581604003906,-148.7700653076172,352.0741271972656,-161.4010009765625,331.91296010280536,-149.58836522772626
1726840863.3425877,323.1009216308594,-151.1067352294922,343.16771240234374,-157.9798370361328,322.5563825567629,-147.47947534762642
1726840863.7803626,288.982177734375,-138.884033203125,329.00401000976564,-153.06410522460936,300.69672780848913,-140.79767889475852
1726840863.9133172,280.7837219238281,-135.17724609375,314.3205993652344,-146.918798828125,283.94542124659887,-135.32827176865666
1726840864.0810852,268.9476013183594,-129.13343811035156,298.8545166015625,-140.6143035888672,269.1971651378195,-129.54317549540056
1726840864.1452303,268.0462341308594,-127.21298217773438,285.9721313476563,-136.30288696289062,261.44918569450834,-125.65852323063035
1726840864.4451234,249.30990600585938,-125.37181091308594,271.21392822265625,-131.15590209960936,249.1493235174054,-123.05643903082004
1726840864.6427033,248.2452850341797,-117.8915023803711,263.06654968261716,-126.9573959350586,242.58634752685592,-118.33740397078687
1726840864.8127809,240.97552490234375,-120.9505615234375,255.10491027832032,-124.1120590209961,236.55129241022055,-117.50264283794422
1726840864.8812902,241.2620391845703,-119.82905578613281,249.5677978515625,-122.25118255615234,234.42361121313527,-117.06268717380193
1726840864.9442873,231.42799377441406,-126.62684631347656,242.24414978027343,-122.13395538330079,229.45036877206095,-120.7359394633564
1726840865.0425658,221.3213653564453,-137.10382080078125,236.6464416503906,-124.48035736083985,222.17750444758573,-128.79163116160936
1726840865.5451355,209.12290954589844,-139.94300842285156,228.82196655273438,-128.89065856933593,212.26636627413865,-135.4986053654534
1726840865.6130474,205.82455444335938,-138.77284240722656,221.7917724609375,-132.45511474609376,205.22415367690215,-138.897854942848
1726840865.6811347,205.71995544433594,-137.66900634765625,214.68335571289063,-136.02310485839843,201.80297980904297,-139.9882509189176
1726840865.9810987,195.194091796875,-150.6626739501953,207.43657531738282,-140.83027038574218,195.38408309569928,-146.76634502337808
1726840866.0444036,194.1803741455078,-151.3380889892578,202.0083770751953,-143.6771240234375,191.6832536013421,-151.05287583524984
1726840866.1450644,185.6584930419922,-151.4663848876953,197.31549377441405,-145.98179931640624,185.92303371230744,-153.27018323461797
1726840866.2131207,184.728271484375,-152.90504455566406,193.0962371826172,-148.80823974609376,182.5767857017972,-154.8088389939367
1726840866.3451915,182.66067504882812,-152.82554626464844,188.48438110351563,-151.83954772949218,180.21789039109595,-155.22638175821444
1726840866.5105681,169.95458984375,-166.22947692871094,183.4364807128906,-154.95290832519532,172.98173825327459,-161.86945910808734
1726840866.8811448,171.9495086669922,-161.60325622558594,178.9903076171875,-157.00594177246094,169.96381762100154,-163.4670952415504
1726840867.1810403,174.63699340820312,-161.27615356445312,176.7860076904297,-158.9678955078125,170.15770415571416,-163.79402291203056
1726840867.242726,172.69662475585938,-159.90675354003906,174.37967834472656,-160.3682373046875,169.96887159757608,-162.86381887562024
1726840867.5449755,172.5482177734375,-170.10369873046875,172.35718688964843,-163.82386779785156,170.22825890367216,-167.126751977805
1726840867.6130123,172.1162567138672,-160.27586364746094,172.78952026367188,-162.63314514160157,170.49991521837094,-164.69303692127627
1726840867.910419,173.85508728027344,-159.87364196777344,173.17063598632814,-162.28722229003907,171.77086218520586,-162.5995382830709
1726840867.9745579,175.7476806640625,-158.87118530273438,173.3927734375,-161.8062286376953,173.68461181468444,-160.63332007944095
1726840868.0450368,175.36195373535156,-159.58680725097656,173.92583923339845,-161.74223937988282,174.75282290191683,-159.7542059947646
1726840868.277257,171.5045928955078,-164.30540466308594,173.7171142578125,-160.58258056640625,173.41250122324922,-161.69457985188174
1726840868.3449843,175.02581787109375,-157.94705200195312,174.2990264892578,-160.1168182373047,174.24453573756557,-159.8254293293449
1726840868.4107654,174.4842071533203,-159.13597106933594,174.4248504638672,-159.9692840576172,174.5007368105613,-159.21642336084827
1726840868.4746237,175.00039672851562,-159.49270629882812,174.2753936767578,-160.09358825683594,174.8865178026012,-159.08576188131582
1726840868.5435612,177.30685424804688,-157.76486206054688,174.66437377929688,-159.72919921875,176.2665760516988,-158.20693596590792
1726840868.6450152,177.1043243408203,-158.53680419921875,175.78432006835936,-158.57547912597656,177.00518610320188,-158.09800813272724
1726840868.7130013,177.3555145263672,-162.77325439453125,176.25025939941406,-159.54071960449218,177.51154766306516,-160.26695567737949
1726840868.7771323,175.55958557128906,-155.36932373046875,176.4653350830078,-158.78739013671876,176.823020057579,-157.9622446597212
1726840868.8771598,175.51495361328125,-156.4250030517578,176.56824645996093,-158.1738494873047,176.26374600107582,-156.95934120507172
1726840868.9480984,175.23712158203125,-157.79356384277344,176.1542999267578,-158.17958984375,175.73015107642206,-157.0782537772059
1726840869.0102115,176.91456604003906,-158.535888671875,176.11634826660156,-158.17940673828124,176.24329282366656,-157.62624250308497
1726840869.2449217,177.45687866210938,-157.1553192138672,176.13662109375,-157.05581970214843,176.8765093169345,-157.33641967930518
1726840869.313007,176.68057250976562,-158.9056396484375,176.3608184814453,-157.7630828857422,176.88415326282566,-158.05535984309336
1726840869.3771718,173.5338134765625,-157.96751403808594,175.96459045410157,-158.07158508300782,175.256261137437,-158.06520055101532
1726840869.4440813,175.7806396484375,-156.8708953857422,176.07329406738282,-157.88705139160157,175.3281241952868,-157.49722990789962
1726840869.6771774,177.03578186035156,-156.0345458984375,176.0975372314453,-157.38678283691405,176.07248338690428,-156.6946229788361
1726840869.710658,173.44512939453125,-156.3787078857422,175.2951873779297,-157.23146057128906,174.76406343777802,-156.371514406959
1726840869.774506,176.1417236328125,-156.92530822753906,175.18741760253906,-156.83539428710938,175.2849023219526,-156.4916714358205
1726840869.8440063,175.08192443847656,-154.53334045410156,175.49703979492188,-156.1485595703125,175.1365212413604,-155.4027158268369
1726840869.9129713,177.49606323242188,-157.12918090820312,175.84012451171876,-156.2002166748047,176.28229983780665,-156.0507120296605
1726840869.9747047,175.08370971679688,-154.42422485351562,175.4497100830078,-155.8781524658203,175.8095139296151,-155.1632398809516
1726840870.212981,360.6551513671875,61.86871337890625,212.89171447753907,-112.22866821289062,269.80306236416794,-44.65326988128005
1726840870.2767756,411.9306945800781,126.58785247802734,260.0495086669922,-55.52603607177734,356.32403909378354,59.278773877823376
1726840870.3450387,468.1253662109375,192.9287109375,318.6581970214844,13.96637420654297,436.1461413590787,154.653418590857
1726840870.3756204,494.1231994628906,226.11524963378906,381.98362426757814,90.61526031494141,493.6191977694781,224.4141803059047
1726840870.4481525,546.5767822265625,288.01861572265625,456.28223876953126,179.10382843017578,548.6195015946221,290.44714371886096
1726840870.5106912,598.4728393554688,349.6870422363281,503.8457763671875,236.66749420166016,601.7214196855567,353.8805333900556
1726840870.6743772,726.7410888671875,501.2475280761719,566.8078552246094,311.59942932128905,692.5266530040079,461.45801267071306
1726840870.7422087,777.5076293945312,556.6262817382812,628.6843078613281,384.3389434814453,768.3415207021758,548.7373607800239
1726840870.8450136,834.6242065429688,555.8018798828125,696.7845092773438,450.27626953125,836.0877563290022,592.4638728150646
1726840870.9114914,815.2646484375,509.9306335449219,750.5220825195313,494.65867309570314,859.3221718846014,584.8931547100576
1726840870.974824,803.61181640625,478.693359375,791.5498779296875,520.4599365234375,857.9132801088416,553.5380273353185
1726840871.21295,794.698974609375,424.4489440917969,805.141455078125,505.1002197265625,844.1759616676278,498.81211146803304
1726840871.275962,794.5656127929688,406.7195739746094,808.5530517578125,475.11887817382814,829.5973382655495,451.2353255961644
1726840871.3444195,793.8873901367188,394.88421630859375,800.4056884765625,442.9353454589844,816.5929029698536,414.84920257435675
1726840871.3766377,794.3226928710938,385.0122375488281,796.2172973632812,417.9516662597656,806.8610217419737,388.81199869719006
1726840871.4112916,793.4521484375,378.45135498046875,794.1853637695312,397.90326538085935,799.668206017087,372.0803162237324
1726840871.4430232,794.0709838867188,370.6437072753906,794.059765625,387.1422180175781,795.472054565373,360.8842629488437
1726840871.4764068,793.7078857421875,363.986572265625,793.8882202148437,378.5956176757812,793.0048637069201,353.5258061303118
1726840871.5112882,791.0167236328125,357.9500427246094,793.3140869140625,371.2087829589844,790.5340343219432,348.4794659572028
1726840871.5748484,791.1395263671875,344.1993713378906,792.6774536132813,363.04620971679685,789.457419245233,340.4929029143962
1726840871.6425233,789.3809204101562,328.7402038574219,791.8632080078125,353.1039794921875,788.2978252218683,329.2885744198683
1726840871.8128831,789.3926391601562,295.24859619140625,790.9275390625,338.02495727539065,787.9035088553035,306.66798715459646
1726840871.8770666,790.549560546875,282.11444091796875,790.2958740234375,321.65053100585936,788.5312741740627,287.0796795692274
1726840871.9451354,790.0542602539062,269.4513244628906,790.1033813476563,303.95078735351564,788.9045370163598,270.2334912503768
1726840872.01604,788.7402954101562,254.9815673828125,789.62353515625,286.1072265625,788.6003148500769,254.47278844207915
1726840872.145036,788.2681884765625,229.46722412109375,789.4009887695313,266.25263061523435,788.2326910971299,233.8333526725911
1726840872.245019,785.8952026367188,210.35903930664062,788.7015014648438,249.27471923828125,786.8511579549156,213.2878258679745
