PWM_Right,PWM_Left,RPM_Right,RPM_Left
190,190,242.86,235.71
190,190,242.86,228.57
190,190,242.86,235.71
190,190,,
190,190,242.86,235.71
190,190,250.0,235.71
190,190,242.86,228.57
190,190,242.86,235.71
190,190,242.86,235.71
190,190,250.0,235.71
190,190,242.86,235.71
190,190,242.86,228.57
190,190,242.86,235.71
190,190,250.0,235.71
190,190,242.86,235.71
190,190,242.86,228.57
190,190,242.86,235.71
190,190,250.0,235.71
190,190,242.86,235.71
190,190,242.86,228.57
190,190,242.86,235.71
190,190,250.0,235.71
190,190,242.86,228.57
190,190,242.86,235.71
190,190,242.86,228.57
190,190,250.0,235.71
190,190,242.86,235.71
190,190,250.0,235.71
190,190,242.86,228.57
190,190,250.0,235.71
190,190,242.86,228.57
190,190,242.86,235.71
190,190,250.0,235.71
190,190,242.86,228.57
190.0,190.0,245.002,233.211
