PWM_Right,PWM_Left,RPM_Right,RPM_Left
85,85,135.71,128.57
85,85,142.86,128.57
85,85,135.71,128.57
85,85,,
85,85,135.71,121.43
85,85,150.0,135.71
85,85,150.0,142.86
85,85,142.86,135.71
85,85,150.0,142.86
85,85,150.0,135.71
85,85,150.0,142.86
85,85,150.0,135.71
85,85,150.0,142.86
85,85,150.0,135.71
85,85,150.0,135.71
85,85,150.0,142.86
85,85,150.0,135.71
85,85,150.0,135.71
85,85,150.0,142.86
85,85,142.86,135.71
85,85,150.0,135.71
85,85,150.0,135.71
85,85,150.0,142.86
85,85,150.0,135.71
85,85,150.0,135.71
85,85,150.0,142.86
85,85,150.0,135.71
85,85,150.0,135.71
85,85,150.0,135.71
85,85,150.0,142.86
85,85,150.0,135.71
85,85,150.0,135.71
85,85,150.0,142.86
85,85,150.0,135.71
85.0,85.0,149.643,137.85500000000005
