PWM_Right,PWM_Left,RPM_Right,RPM_Left
200,200,242.86,235.71
200,200,250.0,235.71
200,200,242.86,235.71
200,200,,
200,200,250.0,235.71
200,200,250.0,235.71
200,200,242.86,242.86
200,200,250.0,235.71
200,200,250.0,235.71
200,200,250.0,242.86
200,200,250.0,235.71
200,200,250.0,235.71
200,200,250.0,235.71
200,200,242.86,242.86
200,200,250.0,235.71
200,200,250.0,235.71
200,200,242.86,235.71
200,200,250.0,242.86
200,200,250.0,235.71
200,200,242.86,235.71
200,200,250.0,242.86
200,200,242.86,235.71
200,200,250.0,235.71
200,200,250.0,242.86
200,200,242.86,235.71
200,200,250.0,235.71
200,200,242.86,242.86
200,200,250.0,235.71
200,200,250.0,235.71
200,200,242.86,242.86
200,200,250.0,235.71
200,200,250.0,235.71
200,200,242.86,235.71
200,200,250.0,242.86
200.0,200.0,247.50100000000003,237.85500000000002
