PWM_Right,PWM_Left,RPM_Right,RPM_Left
80,80,128.57,114.29
80,80,128.57,114.29
80,80,128.57,114.29
80,80,,
80,80,121.43,121.43
80,80,135.71,121.43
80,80,135.71,128.57
80,80,142.86,128.57
80,80,135.71,121.43
80,80,135.71,128.57
80,80,142.86,128.57
80,80,135.71,128.57
80,80,135.71,128.57
80,80,142.86,128.57
80,80,135.71,128.57
80,80,142.86,121.43
80,80,135.71,128.57
80,80,135.71,128.57
80,80,142.86,128.57
80,80,135.71,128.57
80,80,142.86,128.57
80,80,135.71,128.57
80,80,135.71,128.57
80,80,142.86,128.57
80,80,135.71,128.57
80,80,135.71,128.57
80,80,142.86,128.57
80,80,135.71,121.43
80,80,142.86,128.57
80,80,135.71,128.57
80,80,135.71,128.57
80,80,142.86,128.57
80,80,135.71,128.57
80.0,80.0,138.57000000000005,127.856
