PWM_Right,PWM_Left,RPM_Right,RPM_Left
145,145,221.43,214.29
145,145,214.29,207.14
145,145,221.43,214.29
145,145,,
145,145,221.43,207.14
145,145,214.29,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,228.57,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,228.57,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,221.43
145,145,228.57,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,221.43,214.29
145,145,228.57,214.29
145.0,145.0,222.50099999999992,214.647
