PWM_Right,PWM_Left,RPM_Right,RPM_Left
185,185,235.71,228.57
185,185,242.86,228.57
185,185,242.86,235.71
185,185,,
185,185,235.71,228.57
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,228.57
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,228.57
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,228.57
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,228.57
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,228.57
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,228.57
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,228.57
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,235.71
185,185,242.86,228.57
185,185,242.86,235.71
185.0,185.0,242.86000000000004,233.56799999999998
