PWM_Right,PWM_Left,RPM_Right,RPM_Left
235,235,257.14,242.86
235,235,257.14,250.0
235,235,257.14,250.0
235,235,,
235,235,257.14,242.86
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,264.29,242.86
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,242.86
235,235,257.14,250.0
235,235,264.29,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,250.0,242.86
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,250.0
235,235,257.14,242.86
235,235,257.14,250.0
235,235,257.14,250.0
235.0,235.0,257.14050000000003,248.929
