PWM_Right,PWM_Left,RPM_Right,RPM_Left
225,225,257.14,242.86
225,225,250.0,242.86
225,225,257.14,242.86
225,225,,
225,225,250.0,235.71
225,225,257.14,250.0
225,225,257.14,242.86
225,225,257.14,242.86
225,225,257.14,242.86
225,225,257.14,242.86
225,225,257.14,242.86
225,225,250.0,242.86
225,225,257.14,250.0
225,225,257.14,242.86
225,225,250.0,242.86
225,225,257.14,250.0
225,225,257.14,242.86
225,225,257.14,242.86
225,225,250.0,242.86
225,225,257.14,242.86
225,225,250.0,242.86
225,225,257.14,242.86
225,225,257.14,250.0
225,225,250.0,242.86
225,225,257.14,242.86
225,225,257.14,242.86
225,225,250.0,242.86
225,225,257.14,250.0
225,225,250.0,242.86
225,225,257.14,242.86
225,225,250.0,242.86
225,225,257.14,242.86
225,225,257.14,250.0
225,225,250.0,242.86
225.0,225.0,254.28400000000002,244.288
