PWM_Right,PWM_Left,RPM_Right,RPM_Left
105,105,178.57,164.29
105,105,171.43,157.14
105,105,178.57,164.29
105,105,,
105,105,178.57,164.29
105,105,178.57,164.29
105,105,185.71,171.43
105,105,185.71,171.43
105,105,185.71,171.43
105,105,178.57,164.29
105,105,185.71,171.43
105,105,185.71,171.43
105,105,178.57,171.43
105,105,185.71,164.29
105,105,185.71,171.43
105,105,178.57,171.43
105,105,185.71,164.29
105,105,185.71,171.43
105,105,178.57,171.43
105,105,185.71,171.43
105,105,185.71,164.29
105,105,185.71,171.43
105,105,185.71,171.43
105,105,178.57,171.43
105,105,185.71,164.29
105,105,185.71,171.43
105,105,185.71,171.43
105,105,178.57,171.43
105,105,185.71,164.29
105,105,185.71,171.43
105,105,185.71,171.43
105,105,185.71,171.43
105,105,185.71,164.29
105,105,178.57,171.43
105.0,105.0,183.925,169.64499999999995
