PWM_Right,PWM_Left,RPM_Right,RPM_Left
100,100,164.29,157.14
100,100,171.43,157.14
100,100,164.29,150.0
100,100,,
100,100,164.29,157.14
100,100,178.57,157.14
100,100,178.57,164.29
100,100,171.43,164.29
100,100,178.57,164.29
100,100,178.57,164.29
100,100,171.43,164.29
100,100,178.57,164.29
100,100,178.57,157.14
100,100,178.57,164.29
100,100,178.57,164.29
100,100,171.43,164.29
100,100,178.57,164.29
100,100,178.57,157.14
100,100,171.43,164.29
100,100,178.57,164.29
100,100,178.57,164.29
100,100,171.43,164.29
100,100,178.57,157.14
100,100,178.57,164.29
100,100,178.57,164.29
100,100,171.43,164.29
100,100,178.57,157.14
100,100,178.57,164.29
100,100,178.57,164.29
100,100,171.43,164.29
100,100,178.57,157.14
100,100,178.57,164.29
100,100,178.57,157.14
100,100,171.43,164.29
100.0,100.0,176.42800000000003,162.50249999999997
