PWM_Right,PWM_Left,RPM_Right,RPM_Left
240,240,264.29,242.86
240,240,257.14,250.0
240,240,257.14,250.0
240,240,,
240,240,257.14,250.0
240,240,257.14,242.86
240,240,264.29,250.0
240,240,257.14,250.0
240,240,257.14,250.0
240,240,257.14,250.0
240,240,257.14,257.14
240,240,264.29,250.0
240,240,257.14,250.0
240,240,257.14,250.0
240,240,257.14,250.0
240,240,264.29,250.0
240,240,257.14,257.14
240,240,257.14,250.0
240,240,257.14,250.0
240,240,264.29,250.0
240,240,257.14,257.14
240,240,257.14,250.0
240,240,257.14,250.0
240,240,264.29,250.0
240,240,257.14,250.0
240,240,264.29,257.14
240,240,257.14,250.0
240,240,257.14,250.0
240,240,264.29,250.0
240,240,257.14,257.14
240,240,257.14,250.0
240,240,264.29,250.0
240,240,257.14,250.0
240,240,257.14,250.0
240.0,240.0,259.28499999999997,251.42799999999997
