PWM_Right,PWM_Left,RPM_Right,RPM_Left
135,135,214.29,200.0
135,135,214.29,192.86
135,135,214.29,192.86
135,135,,
135,135,214.29,200.0
135,135,214.29,200.0
135,135,214.29,200.0
135,135,221.43,200.0
135,135,214.29,214.29
135,135,214.29,207.14
135,135,221.43,207.14
135,135,214.29,207.14
135,135,214.29,207.14
135,135,221.43,207.14
135,135,214.29,207.14
135,135,214.29,200.0
135,135,221.43,200.0
135,135,214.29,214.29
135,135,214.29,207.14
135,135,221.43,207.14
135,135,214.29,207.14
135,135,214.29,207.14
135,135,221.43,207.14
135,135,214.29,207.14
135,135,214.29,207.14
135,135,221.43,207.14
135,135,214.29,207.14
135,135,214.29,207.14
135,135,214.29,214.29
135,135,221.43,200.0
135,135,214.29,214.29
135,135,214.29,207.14
135,135,214.29,207.14
135,135,221.43,207.14
135.0,135.0,216.43200000000002,207.14149999999995
