PWM_Right,PWM_Left,RPM_Right,RPM_Left
165,165,228.57,221.43
165,165,235.71,228.57
165,165,228.57,221.43
165,165,,
165,165,228.57,221.43
165,165,235.71,221.43
165,165,228.57,221.43
165,165,235.71,228.57
165,165,235.71,221.43
165,165,228.57,221.43
165,165,235.71,228.57
165,165,235.71,221.43
165,165,228.57,221.43
165,165,235.71,228.57
165,165,228.57,221.43
165,165,235.71,228.57
165,165,228.57,221.43
165,165,228.57,228.57
165,165,235.71,221.43
165,165,228.57,221.43
165,165,235.71,228.57
165,165,235.71,221.43
165,165,228.57,228.57
165,165,235.71,221.43
165,165,228.57,221.43
165,165,235.71,228.57
165,165,235.71,221.43
165,165,235.71,221.43
165,165,235.71,228.57
165,165,235.71,221.43
165,165,235.71,228.57
165,165,228.57,221.43
165,165,228.57,221.43
165,165,235.71,228.57
165.0,165.0,232.85399999999998,224.28599999999997
