PWM_Right,PWM_Left,RPM_Right,RPM_Left
220,220,257.14,242.86
220,220,250.0,235.71
220,220,257.14,242.86
220,220,250.0,242.86
220,220,,
220,220,257.14,235.71
220,220,257.14,242.86
220,220,250.0,242.86
220,220,257.14,242.86
220,220,257.14,242.86
220,220,257.14,235.71
220,220,250.0,242.86
220,220,257.14,242.86
220,220,250.0,242.86
220,220,257.14,242.86
220,220,257.14,242.86
220,220,250.0,235.71
220,220,257.14,242.86
220,220,257.14,242.86
220,220,250.0,242.86
220,220,257.14,242.86
220,220,250.0,235.71
220,220,257.14,242.86
220,220,250.0,242.86
220,220,257.14,242.86
220,220,257.14,235.71
220,220,250.0,242.86
220,220,257.14,242.86
220,220,250.0,242.86
220,220,257.14,242.86
220,220,257.14,235.71
220,220,250.0,242.86
220,220,257.14,242.86
220,220,250.0,242.86
220.0,220.0,254.28399999999996,241.43
