PWM_Right,PWM_Left,RPM_Right,RPM_Left
75,75,0.0,0.0
75,75,0.0,0.0
75,75,0.0,0.0
75,75,,
75,75,0.0,0.0
75,75,0.0,0.0
75,75,100.0,100.0
75,75,121.43,121.43
75,75,121.43,121.43
75,75,128.57,114.29
75,75,121.43,121.43
75,75,128.57,121.43
75,75,121.43,114.29
75,75,128.57,121.43
75,75,128.57,114.29
75,75,121.43,121.43
75,75,128.57,114.29
75,75,128.57,121.43
75,75,121.43,114.29
75,75,128.57,114.29
75,75,121.43,121.43
75,75,128.57,114.29
75,75,135.71,114.29
75,75,121.43,114.29
75,75,128.57,121.43
75,75,128.57,114.29
75,75,121.43,114.29
75,75,128.57,114.29
75,75,128.57,121.43
75,75,121.43,114.29
75,75,128.57,114.29
75,75,128.57,114.29
75,75,121.43,114.29
75,75,128.57,114.29
75.0,75.0,126.428,116.075
