PWM_Right,PWM_Left,RPM_Right,RPM_Left
255,255,264.29,257.14
255,255,264.29,250.0
255,255,264.29,257.14
255,255,,
255,255,264.29,250.0
255,255,271.43,264.29
255,255,271.43,264.29
255,255,271.43,257.14
255,255,271.43,264.29
255,255,271.43,264.29
255,255,271.43,264.29
255,255,271.43,257.14
255,255,271.43,264.29
255,255,271.43,264.29
255,255,271.43,264.29
255,255,278.57,264.29
255,255,271.43,264.29
255,255,271.43,257.14
255,255,271.43,264.29
255,255,271.43,264.29
255,255,271.43,264.29
255,255,271.43,264.29
255,255,278.57,264.29
255,255,271.43,264.29
255,255,271.43,264.29
255,255,271.43,257.14
255,255,278.57,264.29
255,255,271.43,264.29
255,255,271.43,264.29
255,255,271.43,264.29
255,255,278.57,264.29
255,255,271.43,264.29
255,255,271.43,257.14
255,255,271.43,264.29
255.0,255.0,272.85800000000006,263.21750000000003
