PWM_Right,PWM_Left,RPM_Right,RPM_Left
140,140,214.29,207.14
140,140,221.43,207.14
140,140,214.29,207.14
140,140,,
140,140,221.43,200.0
140,140,214.29,214.29
140,140,221.43,207.14
140,140,221.43,207.14
140,140,214.29,214.29
140,140,221.43,207.14
140,140,221.43,207.14
140,140,214.29,214.29
140,140,221.43,207.14
140,140,221.43,214.29
140,140,214.29,207.14
140,140,221.43,207.14
140,140,214.29,214.29
140,140,221.43,207.14
140,140,221.43,207.14
140,140,214.29,207.14
140,140,221.43,214.29
140,140,221.43,207.14
140,140,214.29,214.29
140,140,221.43,207.14
140,140,214.29,207.14
140,140,221.43,214.29
140,140,214.29,207.14
140,140,228.57,214.29
140,140,221.43,207.14
140,140,221.43,207.14
140,140,214.29,214.29
140,140,221.43,214.29
140,140,214.29,207.14
140,140,221.43,214.29
140.0,140.0,218.93099999999998,209.99999999999994
