PWM_Right,PWM_Left,RPM_Right,RPM_Left
120,120,192.86,185.71
120,120,192.86,178.57
120,120,200.0,185.71
120,120,,
120,120,192.86,178.57
120,120,200.0,185.71
120,120,200.0,192.86
120,120,200.0,185.71
120,120,200.0,185.71
120,120,207.14,192.86
120,120,200.0,185.71
120,120,200.0,192.86
120,120,200.0,185.71
120,120,200.0,185.71
120,120,207.14,185.71
120,120,200.0,185.71
120,120,200.0,192.86
120,120,200.0,185.71
120,120,207.14,185.71
120,120,200.0,192.86
120,120,200.0,185.71
120,120,200.0,185.71
120,120,200.0,185.71
120,120,207.14,192.86
120,120,200.0,185.71
120,120,200.0,185.71
120,120,200.0,185.71
120,120,207.14,192.86
120,120,200.0,185.71
120,120,200.0,185.71
120,120,200.0,185.71
120,120,207.14,185.71
120,120,200.0,185.71
120,120,200.0,192.86
120.0,120.0,201.785,187.49750000000003
