PWM_Right,PWM_Left,RPM_Right,RPM_Left
170,170,235.71,228.57
170,170,235.71,221.43
170,170,228.57,221.43
170,170,,
170,170,235.71,228.57
170,170,235.71,221.43
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,242.86,228.57
170,170,235.71,228.57
170,170,235.71,235.71
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,228.57
170,170,235.71,221.43
170.0,170.0,236.06750000000002,228.57000000000008
