PWM_Right,PWM_Left,RPM_Right,RPM_Left
210,210,250.0,242.86
210,210,250.0,235.71
210,210,250.0,242.86
210,210,,
210,210,242.86,235.71
210,210,250.0,242.86
210,210,257.14,235.71
210,210,250.0,242.86
210,210,242.86,235.71
210,210,250.0,242.86
210,210,250.0,242.86
210,210,250.0,242.86
210,210,250.0,242.86
210,210,250.0,235.71
210,210,250.0,242.86
210,210,257.14,242.86
210,210,250.0,242.86
210,210,250.0,235.71
210,210,250.0,242.86
210,210,250.0,242.86
210,210,250.0,242.86
210,210,250.0,235.71
210,210,250.0,242.86
210,210,250.0,242.86
210,210,250.0,235.71
210,210,250.0,242.86
210,210,250.0,242.86
210,210,257.14,242.86
210,210,250.0,235.71
210,210,250.0,242.86
210,210,250.0,242.86
210,210,250.0,242.86
210,210,250.0,235.71
210,210,250.0,242.86
210.0,210.0,250.714,241.07250000000005
