PWM_Right,PWM_Left,RPM_Right,RPM_Left
195,195,242.86,235.71
195,195,250.0,235.71
195,195,242.86,228.57
195,195,,
195,195,242.86,235.71
195,195,250.0,235.71
195,195,250.0,235.71
195,195,242.86,242.86
195,195,250.0,235.71
195,195,242.86,235.71
195,195,250.0,235.71
195,195,250.0,235.71
195,195,250.0,235.71
195,195,242.86,235.71
195,195,250.0,235.71
195,195,250.0,235.71
195,195,250.0,235.71
195,195,250.0,235.71
195,195,250.0,235.71
195,195,250.0,235.71
195,195,250.0,235.71
195,195,242.86,235.71
195,195,250.0,235.71
195,195,242.86,235.71
195,195,250.0,235.71
195,195,242.86,235.71
195,195,250.0,235.71
195,195,250.0,235.71
195,195,242.86,235.71
195,195,250.0,235.71
195,195,242.86,235.71
195,195,250.0,235.71
195,195,250.0,235.71
195,195,242.86,235.71
195.0,195.0,247.858,235.70999999999998
