PWM_Right,PWM_Left,RPM_Right,RPM_Left
115,115,185.71,178.57
115,115,192.86,171.43
115,115,192.86,171.43
115,115,,
115,115,192.86,178.57
115,115,192.86,178.57
115,115,192.86,185.71
115,115,200.0,178.57
115,115,192.86,178.57
115,115,192.86,185.71
115,115,200.0,178.57
115,115,192.86,185.71
115,115,200.0,178.57
115,115,192.86,178.57
115,115,200.0,185.71
115,115,192.86,178.57
115,115,200.0,178.57
115,115,192.86,178.57
115,115,200.0,185.71
115,115,192.86,178.57
115,115,192.86,178.57
115,115,200.0,185.71
115,115,192.86,178.57
115,115,200.0,178.57
115,115,192.86,178.57
115,115,192.86,178.57
115,115,200.0,178.57
115,115,192.86,185.71
115,115,200.0,178.57
115,115,192.86,178.57
115,115,200.0,185.71
115,115,192.86,178.57
115,115,200.0,178.57
115,115,192.86,185.71
115.0,115.0,196.07300000000004,180.71200000000005
