PWM_Right,PWM_Left,RPM_Right,RPM_Left
180,180,242.86,228.57
180,180,235.71,228.57
180,180,235.71,228.57
180,180,,
180,180,242.86,228.57
180,180,235.71,235.71
180,180,242.86,228.57
180,180,235.71,235.71
180,180,242.86,228.57
180,180,235.71,235.71
180,180,242.86,228.57
180,180,242.86,235.71
180,180,242.86,228.57
180,180,235.71,235.71
180,180,242.86,228.57
180,180,242.86,235.71
180,180,235.71,228.57
180,180,242.86,235.71
180,180,242.86,228.57
180,180,235.71,235.71
180,180,242.86,235.71
180,180,235.71,235.71
180,180,242.86,235.71
180,180,242.86,228.57
180,180,235.71,235.71
180,180,242.86,235.71
180,180,235.71,228.57
180,180,242.86,235.71
180,180,242.86,228.57
180,180,242.86,235.71
180,180,235.71,228.57
180,180,242.86,235.71
180,180,242.86,228.57
180,180,235.71,235.71
180.0,180.0,240.35750000000002,232.85399999999998
