PWM_Right,PWM_Left,RPM_Right,RPM_Left
95,95,157.14,150.0
95,95,164.29,142.86
95,95,157.14,150.0
95,95,,
95,95,157.14,142.86
95,95,164.29,150.0
95,95,171.43,157.14
95,95,164.29,157.14
95,95,171.43,157.14
95,95,171.43,150.0
95,95,171.43,157.14
95,95,171.43,157.14
95,95,164.29,150.0
95,95,171.43,157.14
95,95,171.43,157.14
95,95,164.29,150.0
95,95,171.43,157.14
95,95,171.43,157.14
95,95,164.29,150.0
95,95,171.43,157.14
95,95,171.43,150.0
95,95,164.29,157.14
95,95,171.43,157.14
95,95,164.29,150.0
95,95,171.43,150.0
95,95,171.43,157.14
95,95,164.29,157.14
95,95,171.43,150.0
95,95,164.29,157.14
95,95,171.43,150.0
95,95,164.29,157.14
95,95,171.43,157.14
95,95,164.29,150.0
95.0,95.0,168.57399999999998,154.28399999999993
