frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,215.06024169921875,-566.6666870117188,-2.0403530597686768,700.6400756835938,4.055627822875977,-1.6276999711990356,378.9156494140625,-379.1666564941406,0.0,0.0,0.0,0.0
