frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,518.1927490234375,116.66666412353516,2.523789167404175,700.9346313476562,-20.83333396911621,-1.619214653968811,616.5060424804688,70.83333587646484,213.51733749377328,172.73941959243223,-125.50197739198983,-35.99987903435684
