frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,157.71084594726562,-375.0,-2.1430280208587646,698.4337158203125,-150.0,1.5707963705062866,325.66265869140625,-125.0,915.2581174527919,666.2796204348645,627.5100708007812,43.28359504168843
