frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,231.44578552246094,150.0,2.622520685195923,452.6506042480469,-191.6666717529297,-1.431508183479309,460.8433837890625,54.16666793823242,712.9463300667564,690.9565753247364,-175.70281890501457,-14.267307895012918
