frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,459.39105224609375,-354.279296875,-2.2938435077667236,695.6676635742188,158.3333282470703,1.5304362773895264,550.9638671875,-279.1666564941406,246.3946042487601,172.73905191076807,175.70293380553463,45.48735179752114
