frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,399.3975830078125,-241.6666717529297,-2.546785354614258,485.42169189453125,116.66666412353516,1.570796012878418,575.5421752929688,-137.5,498.3312828955535,444.1864749035203,225.9036144578313,26.95690204064185
