frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,698.4337158203125,8.333333015441895,-1.5707963705062866,34.819278717041016,-350.0,-2.6323976516723633,251.92770385742188,-191.6666717529297,557.1491970847082,74.03104851044804,552.2088659815041,82.3642563407901
