frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,600.1204833984375,216.6666717529297,2.677093982696533,690.240966796875,41.66666793823242,1.6600391864776611,710.722900390625,158.3333282470703,266.4133290964869,246.7702842620482,-100.40163706584148,-22.13957662404125
