frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,-448.5542297363281,241.6666717529297,2.6224465370178223,198.67469787597656,-241.6666717529297,-1.4288992881774902,26.626506805419922,75.0,736.8873635207734,715.6336451151285,-175.70279592491056,-13.7944359758691
