frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,206.8674774169922,-100.0,3.1415927410125732,690.240966796875,33.33333206176758,1.5707963705062866,325.66265869140625,-95.83333587646484,199.00548742774515,197.41619064147213,-25.10043224656438,-7.2459788333763155
