frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,-430.0673522949219,175.0,2.697558879852295,485.42169189453125,116.66666412353516,1.5709186792373657,-276.5060119628906,116.66666412353516,510.05377387262683,468.8634297933923,-200.80322817147496,-23.18431703248266
