frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,-14.337348937988281,241.6666717529297,2.895897150039673,690.240966796875,153.4685821533203,-1.6928564310073853,108.55421447753906,220.8333282470703,305.54841999918267,296.1242400020002,-75.3012048192771,-14.267307601825966
