frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed,ball_speed_x,ball_speed_y,ball_angle
0,510.0,-200.0,-2.6224465370178223,698.4337158203125,-141.6666717529297,1.6951513290405273,604.2168579101562,-150.0,233.931242185412,197.41600680064005,125.50197739198983,32.445075649536044
