timestamp,frame_number,blue_robot_x,blue_robot_y,blue_robot_orientation,yellow_robot_x,yellow_robot_y,yellow_robot_orientation,ball_x,ball_y,ball_speed_x,ball_speed_y,ball_speed,ball_angle
1738609148.1793,0,378.9156494140625,1.5004034681354028e-09,-7.811960800463424e-11,-727.1084594726562,-25.0,1.4467039108276367,284.69879150390625,-8.333333015441895,,,,
1738609148.1879826,0,374.9252624511719,1.0404180850187572e-09,-0.060566555708646774,-727.1084594726562,-25.0,1.4466224908828735,284.69879150390625,-8.333333015441895,0.0,0.0,0.0,0.0
1738609148.2266407,0,372.2765197753906,6.554454756724226e-10,-0.09412610530853271,-727.1084594726562,-25.0,1.4465546607971191,284.69879150390625,-8.333333015441895,0.0,0.0,0.0,0.0
1738609148.256883,0,366.7049255371094,3.6409292247796543e-10,-0.11367249488830566,-727.1084594726562,-25.0,1.446503758430481,284.69879150390625,-8.333333015441895,0.0,0.0,0.0,0.0
1738609148.2875557,0,359.2586669921875,2.029426336288452,-0.1886201798915863,-727.1084594726562,-25.0,1.4464685916900635,284.69879150390625,-8.333333015441895,0.0,0.0,0.0,0.0
1738609148.3700638,0,346.75347900390625,3.3765323162078857,-0.22225630283355713,-727.1084594726562,-25.0,1.4464467763900757,272.4096374511719,-4.166666507720947,-74.03104851044804,25.10040064892137,78.17049479370515,161.27065113345142
1738609148.39265,0,335.0879821777344,4.180692195892334,-0.2389369159936905,-727.1084594726562,-25.0,1.446434736251831,264.21685791015625,0.0,-49.35409362057605,25.10040064892137,55.37017852458992,153.04311800628955
1738609148.429234,0,324.3505859375,6.620593547821045,-0.19215235114097595,-727.1084594726562,-25.0,1.4464294910430908,256.02410888671875,4.166666507720947,-49.35390977974397,25.10040064892137,55.3700146585088,153.04303176907888
1738609148.4565547,0,314.4537658691406,8.11744213104248,-0.1564175933599472,-727.1084594726562,-25.0,1.4464285373687744,247.83132934570312,8.333333015441895,-49.35409362057605,25.10040064892137,55.37017852458992,153.04311800628955
1738609148.4906273,0,305.232177734375,10.94558334350586,-0.19694958627223969,-727.1084594726562,-25.0,1.4464298486709595,239.6385498046875,8.333333015441895,-49.35409362057605,0.0,49.35409362057605,180.0
1738609148.524072,0,296.50433349609375,12.618896484375,-0.2246222347021103,-727.1084594726562,-25.0,1.4464322328567505,235.54217529296875,12.5,-24.676954889871986,25.10040352143437,35.199181234449355,134.51260502805061
1738609148.5896332,0,284.115966796875,13.460171699523926,-0.22890163958072662,-727.1084594726562,-25.0,1.446434736251831,215.06024169921875,16.66666603088379,-123.3851421310241,25.100397776408368,125.91236344071596,168.5011562907295
1738609148.6254876,0,273.2678527832031,15.783585548400879,-0.17704236507415771,-727.1084594726562,-25.0,1.446436882019043,206.8674774169922,20.83333396911621,-49.35400170016001,25.10040926646037,55.370100498041424,153.04306693938545
1738609148.6579802,0,259.5997314453125,17.101842880249023,-0.08695399016141891,-727.1084594726562,-25.0,1.4464386701583862,194.57830810546875,25.0,-74.03114043086407,25.100397776408368,78.17058092420858,161.2706747610061
1738609148.6878445,0,248.08627319335938,17.715694427490234,-0.028294675052165985,-727.1084594726562,-25.0,1.4464399814605713,186.3855438232422,29.16666603088379,-49.35400170016001,25.100397776408368,55.37009528936466,153.04307753720246
1738609148.726288,0,238.15367126464844,17.880298614501953,0.05951334908604622,-727.1084594726562,-25.0,1.4464408159255981,178.19276428222656,29.16666603088379,-49.35409362057605,0.0,49.35409362057605,180.0
1738609148.757004,0,229.2811737060547,17.790889739990234,0.11155381798744202,-727.1084594726562,-25.0,1.4464412927627563,170.0,33.33333206176758,-49.35400170016001,25.100397776408368,55.37009528936466,153.04307753720246
1738609148.788657,0,221.0498046875,17.58399772644043,0.08440277725458145,-727.1084594726562,-25.0,1.446441650390625,157.71084594726562,33.33333206176758,-74.03104851044804,0.0,74.03104851044804,180.0
1738609148.8281355,0,213.15281677246094,15.317049026489258,0.05841656029224396,-727.1084594726562,-25.0,1.446441650390625,145.42169189453125,33.33333206176758,-74.03104851044804,0.0,74.03104851044804,180.0
1738609148.858241,0,201.39459228515625,13.750734329223633,0.03672542795538902,-727.1084594726562,-25.0,1.446441650390625,133.1325225830078,37.5,-74.03114043086407,25.10040926646037,78.1705846136392,161.27066678524076
1738609148.8917847,0,190.98336791992188,10.738731384277344,-0.03345409780740738,-727.1084594726562,-25.0,1.446441650390625,124.93975830078125,37.5,-49.35400170016001,0.0,49.35400170016001,180.0
1738609148.9248264,0,179.5856475830078,8.849214553833008,-0.07523179054260254,-727.1084594726562,-25.0,1.4464415311813354,112.65060424804688,37.5,-74.03104851044804,0.0,74.03104851044804,180.0
1738609148.9580257,0,167.55422973632812,7.80611515045166,-0.10546495020389557,-727.1084594726562,-25.0,1.4464415311813354,100.36144256591797,41.66666793823242,-74.03109447065606,25.10040926646037,78.17054108720887,161.2706559684372
